iter	Passed	Remaining
0	7	10548
1	13	10339
2	20	10218
3	27	10163
4	33	10130
5	91	22730
6	145	30927
7	158	29484
8	168	27838
9	177	26459
10	188	25574
11	203	25242
12	212	24351
13	221	23505
14	228	22643
15	239	22242
16	245	21405
17	251	20746
18	258	20163
19	265	19673
20	272	19171
21	279	18761
22	285	18345
23	292	18000
24	299	17681
25	306	17358
26	314	17181
27	321	16902
28	328	16645
29	335	16423
30	343	16285
31	351	16111
32	355	15812
33	362	15641
34	369	15474
35	376	15306
36	383	15152
37	389	14991
38	396	14860
39	404	14746
40	414	14751
41	427	14847
42	441	14951
43	455	15073
44	466	15096
45	482	15235
46	494	15286
47	511	15460
48	543	16093
49	751	21803
50	759	21585
51	767	21365
52	773	21128
53	781	20920
54	788	20720
55	796	20540
56	803	20351
57	811	20184
58	825	20168
59	832	19969
60	838	19781
61	845	19609
62	854	19483
63	861	19320
64	868	19173
65	875	19025
66	890	19054
67	910	19183
68	926	19223
69	936	19129
70	951	19159
71	967	19192
72	989	19334
73	1014	19555
74	1024	19457
75	1033	19367
76	1044	19301
77	1055	19240
78	1065	19161
79	1077	19124
80	1089	19079
81	1102	19062
82	1114	19028
83	1148	19363
84	1189	19806
85	1207	19848
86	1222	19857
87	1235	19829
88	1242	19697
89	1251	19608
90	1264	19581
91	1270	19449
92	1277	19320
93	1284	19209
94	1303	19279
95	1312	19190
96	1318	19076
97	1325	18966
98	1333	18866
99	1348	18881
100	1373	19020
101	1388	19036
102	1412	19157
103	1422	19100
104	1430	19010
105	1437	18903
106	1445	18821
107	1461	18834
108	1474	18811
109	1487	18793
110	1500	18771
111	1513	18750
112	1524	18706
113	1531	18623
114	1544	18596
115	1551	18509
116	1558	18425
117	1565	18340
118	1573	18261
119	1581	18182
120	1587	18094
121	1594	18008
122	1602	17943
123	1609	17864
124	1620	17821
125	1637	17859
126	1655	17893
127	1662	17821
128	1670	17753
129	1678	17684
130	1685	17613
131	1692	17545
132	1699	17463
133	1705	17389
134	1711	17309
135	1719	17240
136	1725	17163
137	1731	17090
138	1739	17027
139	1751	17012
140	1757	16941
141	1764	16877
142	1771	16808
143	1777	16742
144	1784	16671
145	1790	16601
146	1797	16544
147	1804	16481
148	1810	16420
149	1817	16354
150	1824	16297
151	1831	16239
152	1837	16180
153	1844	16119
154	1851	16063
155	1858	16009
156	1865	15957
157	1872	15908
158	1890	15945
159	1900	15918
160	1907	15867
161	1914	15814
162	1921	15759
163	1928	15709
164	1935	15657
165	1942	15609
166	1950	15572
167	1957	15518
168	1964	15469
169	1972	15429
170	1979	15384
171	1985	15332
172	1992	15282
173	1998	15233
174	2006	15188
175	2021	15205
176	2037	15229
177	2047	15207
178	2061	15214
179	2072	15197
180	2085	15196
181	2097	15189
182	2107	15164
183	2115	15129
184	2123	15094
185	2131	15054
186	2142	15041
187	2149	15000
188	2156	14957
189	2163	14916
190	2170	14872
191	2179	14845
192	2237	15152
193	2252	15161
194	2266	15165
195	2272	15119
196	2280	15082
197	2291	15070
198	2306	15076
199	2319	15074
200	2331	15066
201	2342	15051
202	2350	15019
203	2356	14973
204	2364	14934
205	2370	14892
206	2376	14845
207	2383	14803
208	2389	14761
209	2396	14718
210	2403	14680
211	2410	14642
212	2416	14598
213	2423	14561
214	2429	14520
215	2435	14479
216	2442	14442
217	2449	14404
218	2455	14363
219	2462	14325
220	2469	14289
221	2476	14253
222	2482	14216
223	2490	14184
224	2496	14147
225	2502	14107
226	2510	14080
227	2517	14047
228	2542	14112
229	2549	14078
230	2556	14042
231	2563	14009
232	2570	13978
233	2576	13941
234	2583	13909
235	2591	13877
236	2598	13848
237	2605	13817
238	2613	13788
239	2623	13771
240	2629	13735
241	2635	13701
242	2642	13669
243	2649	13637
244	2657	13610
245	2670	13613
246	2684	13617
247	2695	13608
248	2702	13578
249	2710	13551
250	2717	13521
251	2724	13493
252	2730	13457
253	2737	13429
254	2744	13397
255	2750	13364
256	2757	13335
257	2763	13302
258	2771	13277
259	2778	13251
260	2785	13223
261	2793	13197
262	2800	13170
263	2806	13140
264	2812	13108
265	2819	13081
266	2827	13058
267	2834	13031
268	2843	13012
269	2855	13007
270	2866	12999
271	2876	12984
272	2894	13007
273	2906	13005
274	2917	12996
275	2931	13000
276	2946	13011
277	2956	12993
278	2964	12972
279	2971	12945
280	2977	12918
281	2984	12890
282	2991	12864
283	2998	12838
284	3004	12809
285	3010	12778
286	3017	12753
287	3021	12714
288	3027	12687
289	3034	12661
290	3040	12633
291	3047	12606
292	3053	12580
293	3060	12555
294	3067	12530
295	3074	12505
296	3081	12481
297	3093	12479
298	3100	12454
299	3107	12428
300	3114	12404
301	3121	12381
302	3128	12357
303	3134	12331
304	3140	12304
305	3146	12277
306	3153	12256
307	3160	12230
308	3166	12206
309	3173	12183
310	3180	12158
311	3187	12136
312	3193	12112
313	3201	12091
314	3207	12066
315	3215	12046
