iter	Passed	Remaining
0	4	8700
1	10	9296
2	16	10155
3	25	11339
4	30	10964
5	36	10848
6	41	10564
7	45	10276
8	54	10777
9	63	11438
10	73	11990
11	86	12822
12	93	12826
13	104	13278
14	115	13719
15	123	13769
16	132	13900
17	139	13785
18	148	13966
19	158	14081
20	168	14271
21	176	14230
22	186	14421
23	198	14653
24	206	14659
25	215	14730
26	225	14835
27	237	15029
28	252	15398
29	279	16479
30	293	16728
31	304	16825
32	319	17097
33	332	17272
34	344	17347
35	353	17324
36	367	17496
37	379	17619
38	402	18187
39	420	18507
40	519	22304
41	657	27519
42	744	30440
43	771	30784
44	791	30887
45	821	31331
46	852	31800
47	930	33980
48	1021	36520
49	1029	36038
50	1042	35767
51	1052	35385
52	1063	35053
53	1073	34721
54	1084	34394
55	1093	34042
56	1104	33759
57	1114	33460
58	1125	33222
59	1139	33047
60	1147	32698
61	1154	32367
62	1161	32027
63	1169	31721
64	1175	31386
65	1183	31096
66	1191	30811
67	1196	30487
68	1205	30233
69	1212	29975
70	1220	29722
71	1227	29470
72	1258	29784
73	1271	29663
74	1283	29517
75	1295	29396
76	1304	29188
77	1315	29034
78	1324	28851
79	1331	28619
80	1337	28375
81	1343	28140
82	1350	27946
83	1358	27743
84	1367	27596
85	1373	27366
86	1382	27212
87	1389	27034
88	1398	26881
89	1407	26735
90	1413	26541
91	1422	26400
92	1431	26269
93	1440	26139
94	1452	26071
95	1461	25944
96	1471	25839
97	1480	25706
98	1490	25601
99	1499	25493
100	1505	25327
101	1513	25200
102	1521	25067
103	1531	24980
104	1539	24856
105	1549	24756
106	1560	24683
107	1576	24693
108	1587	24623
109	1598	24566
110	1604	24417
111	1614	24329
112	1621	24214
113	1634	24170
114	1645	24105
115	1654	24025
116	1665	23963
117	1676	23897
118	1686	23820
119	1697	23766
120	1709	23724
121	1719	23655
122	1726	23543
123	1738	23493
124	1747	23420
125	1752	23289
126	1760	23189
127	1768	23104
128	1776	23007
129	1782	22895
130	1790	22806
131	1799	22735
132	1805	22633
133	1813	22545
134	1820	22453
135	1826	22353
136	1835	22282
137	1840	22165
138	1844	22046
139	1857	22029
140	1868	21978
141	1877	21924
142	1888	21877
143	1895	21796
144	1902	21716
145	1909	21627
146	1914	21533
147	1921	21448
148	1929	21380
149	1936	21298
150	1942	21215
151	1948	21130
152	1956	21060
153	1963	20989
154	1970	20917
155	1976	20832
156	1983	20759
157	1991	20691
158	1998	20631
159	2005	20551
160	2061	20985
161	2141	21649
162	2149	21591
163	2166	21615
164	2187	21675
165	2193	21591
166	2199	21511
167	2205	21429
168	2212	21351
169	2219	21283
170	2226	21215
171	2230	21109
172	2238	21047
173	2245	20982
174	2249	20888
175	2257	20826
176	2263	20755
177	2273	20712
178	2277	20620
179	2283	20549
180	2292	20502
181	2298	20435
182	2307	20389
183	2314	20325
184	2322	20272
185	2328	20203
186	2334	20138
187	2342	20082
188	2349	20025
189	2356	19971
190	2363	19907
191	2372	19871
192	2380	19822
193	2388	19768
194	2393	19701
195	2402	19659
196	2408	19600
197	2439	19740
198	2453	19741
199	2460	19683
200	2466	19621
201	2469	19539
202	2477	19489
203	2483	19432
204	2493	19397
205	2497	19328
206	2499	19232
207	2501	19148
208	2508	19098
209	2516	19054
210	2527	19036
211	2534	18986
212	2541	18938
213	2552	18919
214	2560	18872
215	2572	18862
216	2589	18886
217	2598	18854
218	2607	18827
219	2615	18784
220	2625	18757
221	2634	18729
222	2649	18734
223	2656	18690
224	2668	18676
225	2678	18657
226	2683	18593
227	2687	18527
228	2699	18521
229	2704	18460
230	2708	18396
231	2718	18374
232	2729	18357
233	2737	18319
234	2748	18302
235	2762	18308
236	2776	18311
237	2788	18303
238	2801	18297
239	2813	18286
240	2823	18266
241	2833	18245
242	2846	18236
243	2858	18230
244	2868	18204
245	2883	18213
246	2893	18194
247	2902	18164
248	2911	18137
249	2914	18067
250	2915	17995
251	2924	17963
252	2931	17922
253	2943	17914
254	2953	17894
255	2962	17870
256	2970	17833
257	2976	17790
258	2982	17747
259	2992	17725
260	3000	17690
261	3008	17661
262	3012	17603
263	3019	17568
264	3026	17531
265	3033	17496
266	3042	17466
267	3047	17423
268	3057	17401
269	3065	17370
270	3074	17345
271	3079	17297
272	3086	17266
273	3094	17232
274	3101	17197
275	3109	17167
276	3117	17138
277	3130	17138
278	3361	18325
279	3394	18428
280	3404	18405
281	3415	18386
282	3425	18360
283	3434	18335
284	3444	18310
285	3454	18288
286	3461	18250
287	3472	18229
288	3479	18190
289	3489	18169
290	3498	18140
291	3506	18107
292	3516	18088
293	3524	18054
294	3532	18023
295	3539	17986
296	3547	17953
297	3555	17921
298	3563	17887
299	3571	17855
300	3578	17819
301	3586	17788
302	3592	17749
303	3601	17721
304	3608	17687
305	3614	17647
306	3619	17603
307	3626	17567
308	3636	17548
309	3646	17527
310	3655	17500
311	3663	17472
312	3670	17436
313	3675	17395
314	3683	17364
315	3689	17326
316	3695	17288
317	3702	17257
318	3708	17217
319	3715	17183
320	3722	17150
321	3729	17117
322	3735	17080
323	3741	17043
324	3747	17008
325	3753	16970
326	3760	16939
327	3769	16915
328	3774	16878
329	3781	16843
330	3787	16809
331	3792	16769
332	3798	16734
333	3805	16704
334	3810	16662
335	3818	16637
336	3826	16610
337	3834	16584
338	3842	16561
339	3853	16548
340	3865	16540
341	3875	16521
342	3885	16506
343	3895	16485
344	3901	16453
345	3908	16425
346	3914	16391
347	3919	16354
348	3924	16315
349	3930	16282
350	3937	16255
351	3943	16220
352	3948	16186
353	3954	16153
354	3960	16122
355	3967	16094
356	3973	16062
357	3979	16030
358	3985	15997
359	3992	15969
360	4001	15950
361	4008	15922
362	4015	15894
363	4022	15868
364	4029	15842
365	4036	15815
366	4042	15784
367	4052	15768
368	4058	15739
369	4065	15711
370	4071	15682
371	4079	15658
372	4085	15631
373	4090	15597
374	4096	15565
375	4100	15529
376	4107	15503
377	4113	15474
378	4119	15444
379	4125	15416
380	4132	15390
381	4140	15368
382	4144	15334
383	4150	15304
384	4157	15279
385	4163	15249
386	4168	15220
387	4171	15179
388	4174	15141
389	4176	15100
390	4179	15061
391	4182	15023
392	4185	14983
393	4187	14944
394	4191	14907
395	4193	14867
396	4195	14826
397	4197	14787
398	4200	14749
399	4203	14712
400	4207	14677
401	4210	14642
402	4213	14607
403	4217	14573
404	4224	14551
405	4230	14525
406	4237	14504
407	4244	14480
408	4250	14456
409	4258	14437
410	4264	14413
411	4272	14394
412	4280	14376
413	4287	14353
414	4293	14329
415	4298	14300
416	4304	14275
417	4311	14253
418	4313	14216
419	4322	14201
420	4325	14166
421	4332	14146
422	4341	14131
423	4346	14106
424	4348	14069
425	4353	14043
426	4357	14010
427	4360	13976
428	4362	13941
429	4364	13906
430	4368	13875
431	4370	13839
432	4373	13806
433	4375	13772
434	4450	13965
435	4510	14111
436	4521	14103
437	4530	14089
438	4541	14078
439	4550	14065
440	4558	14047
441	4565	14026
442	4572	14005
443	4575	13974
444	4581	13949
445	4587	13927
446	4590	13896
447	4593	13862
448	4601	13846
449	4607	13822
450	4616	13808
451	4620	13778
452	4622	13745
453	4625	13714
454	4631	13689
455	4634	13660
456	4636	13625
457	4638	13592
458	4641	13561
459	4648	13540
460	4651	13511
461	4654	13479
462	4657	13448
463	4662	13423
464	4666	13398
465	4670	13370
466	4673	13341
467	4680	13320
468	4688	13304
469	4691	13274
470	4696	13252
471	4701	13229
472	4705	13200
473	4708	13171
474	4716	13156
475	4721	13133
476	4726	13110
477	4733	13092
478	4737	13064
479	4740	13035
480	4748	13020
481	4752	12995
482	4760	12981
483	4769	12968
484	4772	12938
485	4780	12923
486	4787	12906
487	4796	12894
488	4803	12878
489	4809	12859
490	4815	12838
491	4818	12811
492	4823	12787
493	4831	12772
494	4836	12750
495	4842	12731
496	4848	12711
497	4852	12687
498	4858	12667
499	4866	12652
500	4869	12625
501	4875	12607
502	4882	12590
503	4892	12580
504	4898	12560
505	4903	12540
506	4910	12523
507	4915	12502
508	4918	12474
509	4927	12463
510	4932	12442
511	4938	12424
512	4946	12410
513	4952	12390
514	4960	12376
515	4967	12362
516	4976	12350
517	4983	12334
518	4992	12322
519	4998	12302
520	5006	12290
521	5013	12275
522	5025	12270
523	5031	12251
524	5041	12244
525	5047	12226
526	5055	12211
527	5063	12197
528	5067	12176
529	5077	12166
530	5085	12154
531	5089	12129
532	5093	12107
533	5097	12084
534	5102	12065
535	5106	12041
536	5109	12017
537	5113	11995
538	5120	11978
539	5124	11957
540	5128	11935
541	5134	11918
542	5138	11894
543	5142	11872
544	5145	11848
545	5150	11829
546	5154	11806
547	5158	11785
548	5162	11764
549	5169	11748
550	5174	11728
551	5179	11710
552	5184	11691
553	5189	11670
554	5193	11649
555	5198	11630
556	5202	11608
557	5207	11590
558	5211	11569
559	5216	11551
560	5219	11528
561	5222	11504
562	5226	11482
563	5231	11464
564	5236	11446
565	5240	11424
566	5244	11403
567	5250	11388
568	5254	11367
569	5262	11356
570	5268	11340
571	5272	11319
572	5275	11297
573	5281	11279
574	5284	11258
575	5291	11244
576	5299	11232
577	5305	11217
578	5312	11202
579	5315	11181
580	5319	11160
581	5322	11139
582	5328	11122
583	5332	11103
584	5336	11083
585	5340	11062
586	5345	11045
587	5351	11031
588	5361	11023
589	5365	11004
590	5368	10982
591	5372	10962
592	5377	10944
593	5382	10929
594	5386	10908
595	5389	10887
596	5393	10867
597	5397	10848
598	5400	10827
599	5404	10808
600	5406	10786
601	5409	10765
602	5413	10746
603	5416	10726
604	5420	10705
605	5423	10685
606	5426	10665
607	5429	10644
608	5432	10624
609	5436	10604
610	5439	10585
611	5443	10566
612	5446	10546
613	5448	10525
614	5452	10505
615	5455	10485
616	5459	10467
617	5462	10448
618	5466	10428
619	5469	10409
620	5471	10388
621	5474	10368
622	5477	10348
623	5481	10329
624	5484	10310
625	5529	10370
626	5625	10524
627	5638	10522
628	5647	10513
629	5657	10506
630	5665	10496
631	5675	10488
632	5712	10531
633	5754	10583
634	5809	10658
635	5818	10648
636	5825	10636
637	5832	10623
638	5841	10612
639	5846	10596
640	5855	10586
641	5865	10580
642	5875	10571
643	5882	10558
644	5888	10543
645	5891	10523
646	5895	10505
647	5901	10491
648	5905	10472
649	5907	10452
650	5910	10432
651	5913	10412
652	5917	10393
653	5925	10382
654	5933	10372
655	5940	10359
656	5947	10346
657	5953	10332
658	5959	10318
659	5965	10304
660	5974	10295
661	5978	10277
662	5981	10257
663	5983	10237
664	5988	10221
665	5994	10206
666	5998	10188
667	6001	10170
668	6004	10150
669	6008	10133
670	6011	10114
671	6014	10096
672	6017	10077
673	6020	10058
674	6023	10039
675	6027	10021
676	6030	10003
677	6033	9984
678	6035	9965
679	6040	9948
680	6042	9928
681	6046	9911
682	6049	9894
683	6052	9875
684	6056	9857
685	6059	9839
686	6063	9822
687	6066	9805
688	6072	9791
689	6079	9779
690	6086	9767
691	6096	9761
692	6106	9753
693	6114	9745
694	6123	9736
695	6133	9728
696	6140	9717
697	6148	9706
698	6153	9692
699	6162	9683
700	6175	9681
701	6190	9682
702	6199	9674
703	6211	9670
704	6233	9681
705	6246	9679
706	6264	9684
707	6281	9688
708	6298	9692
709	6313	9692
710	6320	9680
711	6330	9673
712	6340	9667
713	6350	9659
714	6364	9657
715	6374	9651
716	6380	9637
717	6385	9622
718	6398	9620
719	6409	9614
720	6415	9600
721	6422	9588
722	6438	9590
723	6445	9578
724	6450	9564
725	6463	9561
726	6474	9556
727	6480	9542
728	6491	9536
729	6502	9530
730	6510	9521
731	6515	9506
732	6528	9502
733	6538	9495
734	6543	9481
735	6549	9468
736	6560	9461
737	6571	9456
738	6786	9743
739	6878	9853
740	6890	9848
741	6900	9839
742	6909	9829
743	6916	9816
744	6923	9804
745	6934	9798
746	6941	9784
747	6947	9770
748	6953	9757
749	6958	9741
750	6967	9732
751	6976	9721
752	6989	9717
753	7001	9712
754	7012	9706
755	7021	9697
756	7030	9686
757	7040	9678
758	7060	9683
759	7076	9682
760	7090	9680
761	7107	9682
762	7122	9680
763	7133	9673
764	7144	9666
765	7155	9659
766	7167	9653
767	7176	9643
768	7188	9638
769	7197	9627
770	7204	9615
771	7214	9606
772	7221	9594
773	7231	9585
774	7237	9572
775	7246	9562
776	7256	9554
777	7262	9539
778	7265	9522
779	7269	9506
780	7278	9495
781	7282	9479
782	7286	9463
783	7293	9452
784	7298	9437
785	7302	9421
786	7307	9405
787	7311	9389
788	7315	9373
789	7319	9357
