iter	RMSE
0	1474.104596
1	1441.39229
2	1408.645602
3	1376.522948
4	1346.237681
5	1315.360692
6	1286.873517
7	1258.778427
8	1231.966136
9	1205.827368
10	1180.909173
11	1156.285218
12	1131.439574
13	1108.876372
14	1086.249103
15	1065.822356
16	1044.840409
17	1025.302091
18	1006.046662
19	987.0780005
20	968.4214011
21	950.8543044
22	933.5597172
23	917.0007906
24	901.7823459
25	885.79835
26	870.0934366
27	854.8200521
28	840.6229339
29	826.6831732
30	813.370424
31	800.2265372
32	787.721641
33	776.062061
34	764.0777724
35	752.8021981
36	741.8700128
37	730.8439482
38	720.860916
39	710.4892639
40	700.4015038
41	691.2887718
42	681.9446602
43	673.8965352
44	665.7294373
45	658.1411845
46	650.3482719
47	642.6573623
48	635.059682
49	627.2054296
50	620.4409701
51	613.1920427
52	606.2591934
53	599.7069247
54	593.5649574
55	587.5861807
56	581.4322237
57	574.7209927
58	569.4727188
59	563.9619395
60	558.0845848
61	552.5062587
62	547.1805564
63	542.4152144
64	537.0223258
65	532.7607043
66	528.1657999
67	523.9117691
68	519.7753178
69	514.3998088
70	509.7947093
71	505.828966
72	501.3466401
73	497.6427251
74	493.9226886
75	489.660916
76	486.0523147
77	482.0963768
78	478.081908
79	473.7816421
80	470.12955
81	466.8597454
82	463.7483999
83	461.175549
84	458.2804513
85	455.7714614
86	452.2768229
87	449.038399
88	445.9838565
89	443.2678206
90	440.9219236
91	438.6071159
92	436.5307339
93	434.8142495
94	432.7790819
95	430.2210515
96	427.955889
97	425.8190176
98	423.7098332
99	421.8185671
100	419.6689934
101	417.6902187
102	415.7861074
103	413.5499102
104	411.6268625
105	409.4875609
106	407.4948136
107	405.5215589
108	403.8121996
109	402.1207856
110	400.067261
111	398.488432
112	397.0358941
113	395.5749381
114	393.5822969
115	392.7872794
116	391.4403257
117	390.1562501
118	389.1646986
119	387.6524496
120	386.5013489
121	384.8842364
122	383.5759132
123	382.433549
124	381.7585593
125	379.5777419
126	378.3471548
127	377.0329879
128	375.8118545
129	374.2373495
130	372.8192792
131	371.6419024
132	370.6373192
133	369.7082275
134	368.0941472
135	366.8350215
136	365.8970563
137	364.5851412
138	363.6176399
139	362.2029717
140	360.8964384
141	359.884374
