id,price,currency,latitude,longitude,sq_meters,sq_meters_built,rooms,bathrooms,balcony,terrace,exterior,orientation,floor,rooftop,elevator,doorman,pool,ac,heating,year_built,quality,city,neighborhood,dist_city_center,furniture,garage,property_type,garden,closest_station,dist_closest_station,created_at,last_seen
320294,150000, €,41.4596492,2.1747929,63.0,67,3,1,,1.0,1.0, este,5.0,,0.0,,,1.0,,,2,Barcelona,Ciutat Meridiana - Torre Baró - Vallbona,7.990993466,,,piso,,Ciutat Meridiana,0.121437592,9/3/2021 10:16,11/12/2021 13:50
1786997,150000, €,41.4220808,2.1553703,48.0,52,2,1,,,1.0,,3.0,,0.0,,,1.0,individual,,2,Barcelona,El Carmel,3.990999888,,,piso,,El Carmel,0.277336224,9/3/2021 10:16,11/12/2021 13:50
1787143,395000, €,41.4029279,2.2078508,84.0,91,2,2,,,1.0,,,,0.0,,,1.0,electric,,2,Barcelona,El Poblenou,3.579261472,,,duplex,,Poblenou,0.383878121,8/30/2021 12:17,8/30/2021 12:17
1976767,540000, €,41.394692,2.1444219,,100,3,1,,,1.0, sur,1.0,,1.0,,,1.0,,,2,Barcelona,Sant Gervasi - Galvany,2.257852446,,1.0,piso,,Hospital Clínic,0.875651775,9/1/2021 14:04,9/2/2021 13:50
27972575,650000, €,41.3989712,2.1207544,,141,3,2,,,1.0, este,1.0,,1.0,,,1.0,,,2,Barcelona,Sarrià,4.283367667,,1.0,piso,,Maria Cristina,1.310072747,8/29/2021 11:47,9/2/2021 11:01
29448623,128500, €,41.442969,2.1733718,,48,2,1,,,1.0,,4.0,,0.0,,,,,,2,Barcelona,Verdun,6.132079324,,,piso,,Via Júlia,0.439974465,9/2/2021 17:45,11/11/2021 21:48
29714252,2500000, €,41.3883547,2.175292,,318,3,2,,,1.0,,4.0,,1.0,,,1.0,,,2,Barcelona,Eixample,0.451137207,,,piso,,Urquinaona,0.146180097,8/28/2021 19:44,8/29/2021 12:56
31182060,128000, €,41.4220211,2.152251,70.0,74,3,1,,,,,,,,,,,,,2,Barcelona,Horta Guinardó,4.071503475,,,piso,,El Coll | La Teixonera,0.313418589,8/30/2021 12:17,9/6/2021 16:07
32039686,117000, €,41.423208,2.1517867,48.0,62,3,1,,,,,,,,,,,,,2,Barcelona,Horta Guinardó,4.208601374,,,piso,,El Coll | La Teixonera,0.308497976,10/4/2021 2:00,10/4/2021 13:29
33932885,1850000, €,41.4152481,2.108565,,380,6,6,,1.0,, sur,2.0,,,,1.0,,individual,1958.0,2,Barcelona,Sarrià-Sant Gervasi,5.954628874,,,chalet_independiente,1.0,Penitents,2.724096878,8/29/2021 11:04,8/29/2021 11:04
34591620,3000000, €,41.4007566,2.1081092,,672,5,8,1.0,1.0,, sur,,,,,,1.0,,2016.0,2,Barcelona,Sarrià-Sant Gervasi,5.352197958,,1.0,chalet,1.0,Palau Reial,1.859756144,8/28/2021 20:59,8/29/2021 13:26
35699120,95000, €,41.4486362,2.1773773,60.0,65,3,1,,,0.0, sur,2.0,,0.0,,,,na,1975.0,2,Barcelona,Nou Barris,6.784253049,,,piso,,Roquetes,0.151456919,8/30/2021 12:17,11/11/2021 15:49
35788141,120500, €,41.4216136,2.1489611,55.0,60,1,1,,,1.0,,1.0,,0.0,,,,,2001.0,2,Barcelona,El Coll,4.137594716,,,piso,,El Coll | La Teixonera,0.053479507,10/4/2021 3:16,11/11/2021 20:54
36356515,139000, €,41.4226103,2.1544792,,140,0,1,,1.0,, norte,,,,,,,na,1999.0,2,Barcelona,Horta Guinardó,4.070059398,,,estudio,,El Carmel,0.223371812,9/2/2021 18:12,10/23/2021 21:41
36369350,2750000, €,41.4160601,2.1084237,435.0,483,8,6,,1.0,, sur,4.0,,,,1.0,,gas,1980.0,2,Barcelona,Sarrià-Sant Gervasi,6.011302175,,1.0,chalet_independiente,1.0,Penitents,2.726119651,8/29/2021 11:04,8/29/2021 11:04
36370971,1550000, €,41.4005577,2.1385241,,295,5,4,1.0,1.0,1.0,,,,1.0,,,1.0,,1978.0,2,Barcelona,Sarrià-Sant Gervasi,2.9740989,,,piso,,Lesseps,1.146693261,8/28/2021 20:59,8/29/2021 14:06
36470629,279000, €,41.378485,2.1646963,45.0,47,1,1,,,0.0,,2.0,,1.0,,,1.0,electric,,2,Barcelona,El Raval,1.134346213,,,piso,,Sant Antoni,0.192940613,8/31/2021 23:35,9/1/2021 13:13
36573941,280000, €,41.3946525,2.1255765,,60,2,1,,,1.0,,,,1.0,,,1.0,gas,,2,Barcelona,Sarrià-Sant Gervasi,3.775741704,,,piso,,Maria Cristina,0.760668061,8/28/2021 21:29,8/29/2021 15:19
36830103,750000, €,41.404729,2.1663088,,215,4,3,1.0,1.0,1.0,,1.0,,1.0,,,1.0,individual,1989.0,2,Barcelona,Gràcia,1.895983151,,,piso,,Joanic,0.319148289,8/28/2021 19:44,8/29/2021 12:56
37124609,63000, €,41.4234112,2.1571118,,90,0,1,,1.0,,,,,,,,,na,1965.0,2,Barcelona,Horta Guinardó,4.091889479,,,estudio,,El Carmel,0.211852725,9/3/2021 12:18,11/12/2021 16:40
37320740,625000, €,41.391927,2.1536584,96.0,101,2,2,1.0,,1.0,,3.0,,1.0,,,1.0,na,1900.0,2,Barcelona,Eixample,1.429008015,,,piso,,Hospital Clínic,0.42727355,8/28/2021 19:44,8/29/2021 12:56
37372092,120000, €,41.3789664,2.1690215,32.0,35,2,1,1.0,,0.0,,4.0,,0.0,,,,,1850.0,2,Barcelona,El Raval,0.996508086,,,piso,,Liceu,0.433558027,10/22/2021 23:10,10/22/2021 23:10
37382716,120000, €,41.3807664,2.1706215,33.0,39,2,1,,,0.0,,4.0,,0.0,,,,,1850.0,2,Barcelona,El Raval,0.795625932,,,piso,,Liceu,0.214753735,10/22/2021 23:10,10/22/2021 23:10
37392302,89000, €,41.3706311,2.1654446,20.0,25,0,1,,,0.0, oeste,,,0.0,,,,,,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.956797584,,,estudio,,Parc de Montjuïc,0.260191911,9/3/2021 13:04,11/12/2021 16:40
37470730,84400, €,41.4215609,2.1459462,40.0,50,1,1,,,,,,,1.0,,,1.0,individual,1963.0,2,Barcelona,La Teixonera,4.244839725,,,piso,,El Coll | La Teixonera,0.216781198,11/11/2021 13:04,11/12/2021 16:40
37842200,450000, €,41.3931619,2.174245,,65,2,1,,1.0,1.0,,,,1.0,,,1.0,,1910.0,2,Barcelona,Eixample,0.687609922,,,piso,,Tetuan,0.221050099,8/28/2021 18:28,8/29/2021 12:27
37975296,139000, €,41.3776096,2.170169,38.0,40,2,1,,,0.0,,3.0,,0.0,,,1.0,electric,,2,Barcelona,El Raval,1.144788103,,,piso,,Paral·lel,0.350014645,10/3/2021 21:31,11/12/2021 10:28
38148193,323000, €,41.37426,2.15867,65.0,69,3,1,,1.0,1.0,,6.0,1.0,1.0,,,1.0,,,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.784202644,,,atico,,Poble Sec,0.154866775,8/30/2021 10:35,9/1/2021 13:38
38278514,1145000, €,41.3839401,2.1736978,150.0,172,4,1,,1.0,1.0, este,2.0,,1.0,,,1.0,,1860.0,2,Barcelona,El Gòtic,0.541662308,,,piso,,Liceu,0.283019347,8/29/2021 11:04,8/29/2021 20:49
38390031,645000, €,41.3848368,2.1661614,,115,3,3,1.0,,1.0,,2.0,,1.0,,,1.0,,,2,Barcelona,Eixample,0.463113817,,,piso,,Universitat,0.194362404,8/28/2021 21:29,8/29/2021 15:19
38553015,127000, €,41.3944284,2.1808466,78.0,80,3,1,,,0.0, norte,6.0,,1.0,,,,,1965.0,2,Barcelona,El Fort Pienc,1.165608891,,,piso,,Arc de Triomf,0.23417287,9/2/2021 17:45,11/11/2021 21:48
38601752,103000, €,41.456459,2.1863035,110.0,132,3,1,,,,,,,,,,,,,2,Barcelona,Nou Barris,7.747270694,,,chalet,,Casa de l'Aigua,0.58590129,8/30/2021 17:44,9/6/2021 12:56
38636508,2300000, €,41.3991245,2.1164118,,244,3,3,,1.0,1.0,,,,1.0,,1.0,1.0,,,2,Barcelona,Sarrià-Sant Gervasi,4.636159277,,,piso,,Palau Reial,1.472781575,8/28/2021 19:44,8/29/2021 12:56
38881514,800000, €,41.4099121,2.1450005,,197,3,3,,,1.0,,2.0,,1.0,,,1.0,,,2,Barcelona,Sarrià-Sant Gervasi,3.212116226,,,duplex,,Vallcarca,0.236026083,8/28/2021 19:44,8/29/2021 12:56
38967520,103000, €,41.439218,2.1751252,45.0,50,2,1,1.0,,1.0, sur,4.0,,0.0,,,1.0,na,1966.0,2,Barcelona,Nou Barris,5.72458329,,,piso,,Llucmajor,0.289456862,11/11/2021 14:41,11/11/2021 15:49
39123203,125000, €,41.4243985,2.1546805,50.0,58,3,1,,1.0,, norte,,,,,,,individual,1965.0,2,Barcelona,Horta Guinardó,4.254146028,,,piso,,El Carmel,0.03895946,9/2/2021 16:12,11/11/2021 21:48
39158016,2500000, €,41.3878832,2.1768519,,318,3,2,,1.0,1.0,,4.0,,1.0,,,1.0,,,2,Barcelona,Ciutat Vella,0.578471961,,,piso,,Urquinaona,0.286521212,8/28/2021 21:29,8/29/2021 15:19
39346892,2500000, €,41.3921352,2.110141,,252,4,5,,1.0,1.0,,,,1.0,,,1.0,,2011.0,2,Barcelona,Les Corts,5.010604481,,,piso,,Zona Universitària,0.910565493,8/28/2021 20:59,8/29/2021 14:06
39578407,349000, €,41.3815783,2.1861565,44.0,55,1,1,,,1.0, sur,7.0,,1.0,,,1.0,gas,2010.0,2,Barcelona,Sant Pere - Santa Caterina i la Ribera,1.526590203,,,piso,,Barceloneta,0.117207166,8/28/2021 19:44,8/29/2021 12:56
39690281,125000, €,41.3876763,2.1796164,35.0,40,1,1,,,0.0, este,1.0,,0.0,,,,individual,1900.0,2,Barcelona,Sant Pere - Santa Caterina i la Ribera,0.809550983,,,piso,,Jaume I,0.40511601,9/2/2021 17:45,11/11/2021 20:54
39879211,999000, €,41.3821183,2.1785162,118.0,138,4,2,1.0,,1.0,,4.0,,1.0,,,1.0,,1860.0,2,Barcelona,El Gòtic,0.963441012,,,piso,,Jaume I,0.223350307,8/29/2021 19:12,8/29/2021 19:12
39906158,235000, €,41.3737477,2.1701107,65.0,69,3,1,,,1.0, norte,1.0,,1.0,,,,,1974.0,2,Barcelona,El Raval,1.574238425,,,piso,,Paral·lel,0.129393238,8/30/2021 12:57,9/1/2021 16:38
39912975,92000, €,41.3824569,2.1675137,,30,0,1,,1.0,1.0,,4.0,,0.0,,,1.0,bomba,,2,Barcelona,El Raval,0.637870079,,,estudio,,Universitat,0.452140856,9/3/2021 12:18,11/11/2021 15:49
39916328,1082000, €,41.3871037,2.1336023,,95,3,2,1.0,1.0,1.0, norte,5.0,,1.0,,1.0,1.0,electric,2017.0,2,Barcelona,Les Corts,3.032034073,,,piso,,Les Corts,0.402640562,8/28/2021 20:12,8/28/2021 20:12
39976378,2890000, €,41.395199,2.1534967,175.0,250,4,4,,1.0,,,,1.0,1.0,,,1.0,individual,,2,Barcelona,Eixample,1.592879556,,,atico,,Diagonal,0.582096278,8/28/2021 22:42,8/29/2021 17:23
40008204,157500, €,41.384757,2.1688944,,31,2,1,,,0.0, sur,,,0.0,,,,,,2,Barcelona,Ciutat Vella,0.359919905,,,piso,,Catalunya,0.335905697,9/3/2021 11:33,11/12/2021 15:47
40013804,118000, €,41.4612212,2.1693683,60.0,72,3,1,,,1.0,,4.0,,0.0,,,1.0,gas,1968.0,2,Barcelona,Nou Barris,8.155634652,,,piso,,Can Cuiàs,0.334708254,9/3/2021 17:07,11/11/2021 20:54
40046523,2900000, €,41.4059077,2.2158772,,242,4,3,,1.0,, sur,,,1.0,,1.0,,,2005.0,2,Barcelona,Sant Martí,4.326223509,,,piso,,Selva de Mar,0.609746203,8/28/2021 18:28,8/29/2021 12:27
40123363,862000, €,41.3874037,2.1334023,,82,2,2,1.0,,1.0, norte,4.0,,1.0,,1.0,1.0,electric,2018.0,2,Barcelona,Les Corts,3.047923182,,,piso,,Les Corts,0.421963998,8/28/2021 20:59,8/29/2021 14:06
40213643,1150000, €,41.3894941,2.1724038,,202,4,3,,1.0,1.0,,,1.0,1.0,,,1.0,gas,1900.0,2,Barcelona,Eixample,0.27276495,,,atico,,Urquinaona,0.127701515,8/28/2021 22:42,8/29/2021 17:23
40348404,1495000, €,41.3912888,2.1699922,,150,3,3,1.0,,,,,,1.0,,,1.0,,1989.0,2,Barcelona,Eixample,0.376983807,,,piso,,Passeig de Gràcia,0.256661095,8/28/2021 21:29,8/29/2021 15:19
40369285,2100000, €,41.4125397,2.104209,,412,5,5,1.0,1.0,, norte,,,,,1.0,1.0,gas,1928.0,2,Barcelona,Sarrià-Sant Gervasi,6.129416124,,1.0,chalet,1.0,Penitents,3.132311059,8/29/2021 11:04,8/29/2021 11:04
40399376,120000, €,41.4136295,2.161855,52.0,53,3,1,,,0.0,,2.0,,0.0,,,,,,2,Barcelona,Can Baró,2.939929946,,,piso,,Alfons X,0.411267031,9/2/2021 16:12,11/11/2021 20:54
40443988,115500, €,41.4153067,2.2155132,,60,3,1,,,,,,,,,,,,,2,Barcelona,Sant Martí,4.874744273,,,piso,,Besòs Mar,0.052741721,9/3/2021 13:42,11/11/2021 20:54
40476481,2500000, €,41.3896269,2.1652326,,140,3,3,,1.0,1.0, sur,1.0,,1.0,,,1.0,electric,1998.0,2,Barcelona,La Dreta de l'Eixample,0.435777012,,1.0,piso,,Passeig de Gràcia,0.184644245,8/28/2021 20:59,8/29/2021 14:06
81137028,1550000, €,41.3913721,2.1730293,,162,3,2,1.0,1.0,0.0,,,1.0,1.0,,,1.0,,1900.0,2,Barcelona,Eixample,0.465266981,,,piso,,Urquinaona,0.285887686,8/28/2021 22:42,8/29/2021 17:23
81218298,95000, €,41.4357934,2.2055169,46.0,60,3,1,,,,,,,,,,,,,2,Barcelona,Sant Andreu,6.098899879,,,piso,,Bon Pastor,0.047110996,10/3/2021 23:38,11/11/2021 15:49
81253566,150000, €,41.43825,2.1714899,85.0,90,2,1,,,,,,,0.0,,,1.0,na,1974.0,2,Barcelona,Nou Barris,5.601953024,,,piso,,Llucmajor,0.209037876,9/3/2021 10:47,11/12/2021 13:50
81256894,135000, €,41.4607843,2.1768605,70.0,75,3,1,,,1.0,,3.0,,1.0,,,1.0,na,1971.0,2,Barcelona,Nou Barris,8.127548634,,,piso,,Ciutat Meridiana,0.178495697,9/2/2021 18:12,10/4/2021 5:43
81345140,2750000, €,41.396568,2.1351346,,224,2,3,,1.0,,,,,,,,1.0,,1930.0,2,Barcelona,Sarrià-Sant Gervasi,3.058592008,,1.0,chalet,1.0,Maria Cristina,1.247236389,8/28/2021 20:59,8/29/2021 14:06
81411081,3500000, €,41.3928449,2.1630068,,250,4,4,1.0,,1.0,,,1.0,1.0,,,1.0,,1850.0,2,Barcelona,Eixample,0.797069866,,,piso,,Diagonal,0.380715663,8/28/2021 18:28,8/29/2021 12:27
81545941,110000, €,41.3720358,2.1692739,60.0,62,2,2,,,1.0,,,,0.0,,,,,,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.76539606,,,piso,,Paral·lel,0.283865709,8/30/2021 12:57,9/6/2021 14:30
81619789,310000, €,41.372444,2.1672821,,100,2,1,1.0,,1.0, sur,2.0,,1.0,,,1.0,gas,,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.733207981,,,piso,,Paral·lel,0.278897908,8/30/2021 18:31,9/1/2021 21:43
81663198,139000, €,41.4437068,2.1778106,,58,3,1,1.0,,0.0,,1.0,,0.0,,,,,,2,Barcelona,Verdun,6.242178586,,,piso,,Via Júlia,0.061701934,9/2/2021 18:12,10/23/2021 21:41
81669178,795000, €,41.3909921,2.1792345,,70,2,1,1.0,,1.0,,,,1.0,,,1.0,,2006.0,2,Barcelona,Eixample,0.849972379,,,piso,,Arc de Triomf,0.219791713,8/29/2021 19:12,8/29/2021 19:12
81678469,295000, €,41.4062762,2.1342204,40.0,45,1,1,,,, norte,,,0.0,,,1.0,,1975.0,2,Barcelona,Sarrià-Sant Gervasi,3.612565981,,,piso,,Vallcarca,1.055509369,8/29/2021 10:02,8/29/2021 20:26
81727737,295000, €,41.4345208,2.1840914,44.0,45,1,1,,,1.0,,,,1.0,,,1.0,individual,,2,Barcelona,Sant Andreu,5.318669997,,,piso,,Fabra i Puig,0.544895232,8/30/2021 18:31,9/1/2021 21:43
81848515,210000, €,41.405295,2.1578007,,65,2,2,,,1.0, sur,,,0.0,,,,,1976.0,2,Barcelona,Gràcia,2.183160571,,,piso,,Joanic,0.469723366,8/28/2021 19:44,8/29/2021 12:56
81902403,1900000, €,41.3881627,2.1676864,,200,3,3,,,1.0,,5.0,,1.0,,,1.0,,,2,Barcelona,Eixample,0.188670569,,,duplex,,Catalunya,0.176656318,8/28/2021 22:42,8/29/2021 17:23
81973276,890000, €,41.392643,2.1528879,,132,3,3,,,1.0,,,,,,,,,,2,Barcelona,Eixample,1.516035456,,,piso,,Hospital Clínic,0.473485876,8/28/2021 22:42,8/29/2021 17:23
82082288,150000, €,41.3778533,2.1896409,35.0,50,1,1,,,1.0, sur,,,0.0,,,,individual,1959.0,2,Barcelona,La Barceloneta,1.989367736,,,duplex,,Barceloneta,0.59825974,9/8/2021 12:09,9/8/2021 12:09
82110903,95000, €,41.4479278,2.1772827,40.0,46,2,1,,,0.0, este,3.0,,0.0,,,,na,1950.0,2,Barcelona,Les Roquetes,6.705066593,,,piso,,Roquetes,0.102885378,9/3/2021 13:04,11/11/2021 15:49
82137348,43000, €,41.428935,2.1911226,,15,0,1,,,1.0,,,,0.0,,,,,,2,Barcelona,Sant Andreu,4.895063811,,,estudio,,Onze de Setembre,0.220912857,9/3/2021 12:18,9/6/2021 12:32
82328750,395000, €,41.38437,2.1395,92.0,100,4,1,,,1.0, sur,5.0,,1.0,,,,na,1928.0,2,Barcelona,Sants,2.568810704,,,piso,,Plaça del Centre,0.406502742,8/28/2021 19:44,8/29/2021 12:56
82427771,125000, €,41.3900919,2.1773928,18.0,25,0,1,,,0.0, sur,,,1.0,,,1.0,,,2,Barcelona,La Dreta de l'Eixample,0.669562126,,,estudio,,Urquinaona,0.340299839,9/2/2021 16:12,11/11/2021 20:54
82473213,135000, €,41.4066574,2.18469,,31,1,1,,1.0,1.0, sur,7.0,1.0,0.0,,,1.0,electric,,2,Barcelona,El Clot,2.423171172,,,atico,,Encants,0.178025557,10/4/2021 5:43,10/19/2021 15:56
82647173,130000, €,41.4030151,2.1580268,,32,0,1,,,1.0,,,,0.0,,,,,,2,Barcelona,Vila de Gràcia,1.952283382,,,estudio,,Fontana,0.432262048,9/3/2021 9:52,11/11/2021 21:48
82823002,125000, €,41.4235652,2.1478876,50.0,52,2,1,,,1.0, sur,2.0,,0.0,,,1.0,,,2,Barcelona,La Teixonera,4.372183774,,,piso,,El Coll | La Teixonera,0.187350089,9/2/2021 16:12,11/11/2021 20:54
82953276,103000, €,41.3824569,2.1676137,,35,0,1,1.0,1.0,1.0,,2.0,,0.0,,,1.0,bomba,1850.0,2,Barcelona,El Raval,0.635292165,,,estudio,,Universitat,0.457508335,9/3/2021 13:04,11/11/2021 15:49
82991266,135000, €,41.3723437,2.1712091,,45,1,1,,,0.0,,4.0,,1.0,,,1.0,electric,,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.733666265,,,piso,,Paral·lel,0.308293559,11/12/2021 9:27,11/12/2021 9:27
83082727,179900, €,41.4177601,2.1582546,55.0,64,3,1,,,1.0, sur,1.0,,0.0,,,,,1951.0,2,Barcelona,Horta Guinardó,3.460995302,,,piso,,El Carmel,0.801615928,8/30/2021 12:57,9/1/2021 16:38
83342445,157000, €,41.415903,2.2133486,52.0,57,2,1,,,1.0, sur,5.0,,1.0,,,1.0,na,1960.0,2,Barcelona,El Besòs,4.778120103,,,piso,,Besòs Mar,0.244885338,9/3/2021 11:33,11/11/2021 12:13
83478496,115000, €,41.3793792,2.1658429,,36,1,1,1.0,,0.0,,4.0,,0.0,,,,,,2,Barcelona,El Raval,1.006994371,,,piso,,Sant Antoni,0.222930828,9/2/2021 16:12,11/11/2021 16:28
83564943,104000, €,41.4225284,2.1568784,45.0,60,1,1,,,1.0,,,,0.0,,,,na,1972.0,2,Barcelona,El Carmel,4.002436633,,,piso,,El Carmel,0.271207199,9/3/2021 13:04,11/11/2021 15:49
83698852,2750000, €,41.4137866,2.107332,,807,6,7,1.0,1.0,, sur,3.0,,,,1.0,1.0,gas,1991.0,2,Barcelona,Vallvidrera - El Tibidabo i les Planes,5.96317317,,1.0,chalet_independiente,1.0,Penitents,2.85018039,8/29/2021 11:04,8/29/2021 20:49
83737181,410000, €,41.4001553,2.1770231,75.0,80,2,1,1.0,1.0,1.0, sur,3.0,,1.0,,,1.0,individual,2018.0,2,Barcelona,La Sagrada Família,1.486433449,,,piso,,Monumental,0.207546786,8/28/2021 23:22,8/29/2021 19:12
83776505,50000, €,41.4453203,2.1756158,18.0,20,0,1,,,0.0,,4.0,,0.0,,,,na,1959.0,2,Barcelona,Les Roquetes,6.404497142,,,estudio,,Roquetes,0.264391468,8/31/2021 17:23,11/12/2021 16:40
83779948,105000, €,41.4425039,2.182643,45.0,50,2,1,,,0.0,,1.0,,1.0,,,,,1966.0,2,Barcelona,La Prosperitat,6.165609987,,,piso,,Via Júlia,0.3675254,9/3/2021 13:04,11/11/2021 16:28
83781598,490000, €,41.4017033,2.1225039,80.0,90,2,2,,,1.0, sur,1.0,,1.0,,,1.0,bomba,2007.0,2,Barcelona,Sarrià,4.243923514,,,duplex,,Maria Cristina,1.568881393,8/29/2021 11:04,8/29/2021 11:04
83810907,330000, €,41.4124868,2.1595216,62.0,73,3,1,1.0,,1.0, sur,6.0,,1.0,,,1.0,,1970.0,2,Barcelona,Gràcia,2.86910378,,,piso,,Alfons X,0.58318047,8/30/2021 12:57,9/1/2021 16:38
83864767,75000, €,41.4236877,2.154665,33.0,35,1,1,,,1.0, sur,,,1.0,,,,,,2,Barcelona,El Carmel,4.179159713,,,piso,,El Carmel,0.103892919,11/11/2021 13:04,11/12/2021 16:40
83870660,123999, €,41.3595681,2.1397778,38.0,40,1,1,,,0.0, este,,,1.0,,,1.0,bomba,1977.0,2,Barcelona,La Marina del Port,4.03247913,,,piso,,Foneria,0.21383655,9/2/2021 16:12,10/22/2021 23:10
83924069,59000, €,41.4168633,2.1615159,33.0,36,1,1,,,0.0,,1.0,,0.0,,,,,,2,Barcelona,Can Baró,3.297003775,,,piso,,Alfons X,0.646851596,11/12/2021 16:40,11/12/2021 16:40
84087248,1190000, €,41.3842657,2.1515013,,160,3,3,,1.0,1.0,,10.0,1.0,1.0,,,1.0,individual,1970.0,2,Barcelona,Eixample,1.589355991,,,atico,,Hospital Clínic,0.484238641,8/29/2021 11:04,8/29/2021 20:49
84227003,125000, €,41.3803615,2.1663726,,40,0,1,,,0.0,,1.0,,0.0,,,,,,2,Barcelona,El Raval,0.889234086,,,estudio,,Sant Antoni,0.267886146,10/4/2021 3:16,11/11/2021 21:48
84229256,790000, €,41.3809827,2.1725327,,106,2,2,1.0,,1.0, sur,2.0,,1.0,,,1.0,gas,1968.0,2,Barcelona,El Gòtic,0.799708882,,,piso,,Liceu,0.066132833,8/28/2021 22:42,8/29/2021 17:23
84400980,385000, €,41.4045813,2.1815118,,62,2,1,1.0,,1.0, sur,6.0,,1.0,,,1.0,bomba,1971.0,2,Barcelona,La Sagrada Família,2.092421881,,,piso,,Encants,0.311484283,8/28/2021 20:59,8/29/2021 14:06
84401224,299500, €,41.3708918,2.1672772,,61,2,1,1.0,,1.0,,3.0,1.0,0.0,,,1.0,gas,1920.0,2,Barcelona,El Poble Sec - Parc de Montjuïc,1.904634276,,,piso,,Parc de Montjuïc,0.397886688,8/29/2021 11:04,8/29/2021 20:49
84485092,975000, €,41.4002267,2.1295305,165.0,185,3,2,1.0,1.0,1.0, sur,3.0,,1.0,,,1.0,individual,1975.0,2,Barcelona,Les Tres Torres,3.638422611,,1.0,piso,,Maria Cristina,1.415295633,8/28/2021 22:42,8/29/2021 17:23
84485794,133000, €,41.3813111,2.1657311,40.0,42,1,1,1.0,,0.0,,2.0,,0.0,,,1.0,,,2,Barcelona,El Raval,0.811987883,,,piso,,Sant Antoni,0.264993782,9/2/2021 17:45,11/12/2021 9:27
84536703,750000, €,41.4031441,2.149185,,139,4,2,,1.0,1.0,,5.0,1.0,1.0,,,1.0,gas,1972.0,2,Barcelona,Sarrià-Sant Gervasi,2.422484973,,1.0,atico,,Lesseps,0.306007882,8/29/2021 10:02,8/29/2021 20:26
84591188,1790000, €,41.3901978,2.1126738,240.0,400,4,4,1.0,1.0,1.0, sur,1.0,,1.0,,1.0,1.0,individual,1979.0,2,Barcelona,Pedralbes,4.783958047,,1.0,piso,,Palau Reial,0.677928271,8/28/2021 23:22,8/29/2021 19:12
84654228,133000, €,41.3725146,2.1667439,,65,2,1,,,,,,,1.0,,,1.0,na,,2,Barcelona,Sants-Montjuïc,1.731723668,,,piso,,Paral·lel,0.298719564,10/23/2021 1:47,11/12/2021 9:27
84736513,875000, €,41.4175858,2.1074065,,455,5,4,,1.0,, sur,4.0,,,,1.0,1.0,gas,2001.0,2,Barcelona,Sarrià-Sant Gervasi,6.172931994,,1.0,chalet_independiente,1.0,Penitents,2.800799543,8/28/2021 19:44,8/29/2021 12:56
84745785,81000, €,41.3707798,2.1624982,,13,1,1,,,0.0,,,,0.0,,,,,,2,Barcelona,Sants-Montjuïc,2.002490375,,,piso,,Parc de Montjuïc,0.212806267,9/3/2021 12:18,10/22/2021 17:55
84769263,530000, €,41.3896019,2.1513083,,78,2,2,1.0,,0.0, oeste,,,1.0,,,1.0,,,2,Barcelona,Eixample,1.564624832,,,piso,,Hospital Clínic,0.11219156,8/28/2021 18:28,8/29/2021 12:27
84773768,88500, €,41.460671,2.1727158,51.0,58,3,1,,,1.0, norte,2.0,,0.0,,,1.0,gas,1967.0,2,Barcelona,Ciutat Meridiana - Torre Baró - Vallbona,8.097664199,,,piso,,Ciutat Meridiana,0.167236289,11/11/2021 13:04,11/12/2021 16:40
84777941,70500, €,41.4506997,2.1723826,40.0,67,2,1,,1.0,,,,,,,,,,,2,Barcelona,Nou Barris,6.988219557,,,piso,,Roquetes,0.457736721,9/3/2021 12:18,10/22/2021 17:55
84806694,110000, €,41.4595723,2.1701598,60.0,65,2,1,,,1.0,,3.0,,0.0,,,1.0,bomba,1971.0,2,Barcelona,Ciutat Meridiana - Torre Baró - Vallbona,7.972123064,,1.0,piso,,Can Cuiàs,0.398158452,9/3/2021 13:42,11/11/2021 16:28
84825070,98000, €,41.4551525,2.1891295,,65,3,1,,,,,,,,,,,,,2,Barcelona,Sant Andreu,7.650144911,,,piso,,Casa de l'Aigua,0.556430297,9/3/2021 13:04,10/22/2021 20:53
84934186,126000, €,41.4444211,2.1737104,48.0,50,2,1,1.0,,,,,,0.0,,,,na,1963.0,2,Barcelona,Nou Barris,6.294777847,,,piso,,Via Júlia,0.410765447,9/2/2021 17:45,11/11/2021 21:48
84985807,159000, €,41.4410122,2.1790563,100.0,110,0,2,,,1.0, norte,,,0.0,,,,na,,2,Barcelona,La Prosperitat,5.956616454,,,duplex,,Via Júlia,0.305260155,9/3/2021 11:33,10/4/2021 9:26
85097689,229000, €,41.418461,2.1630088,,72,2,1,,1.0,1.0,,,,0.0,,,,electric,1930.0,2,Barcelona,Horta Guinardó,3.447851557,,,piso,,Alfons X,0.733169923,8/28/2021 18:28,8/29/2021 12:27
