iter	Passed	Remaining
0	12	21771
1	21	19507
2	29	17674
3	35	16097
4	44	15855
5	51	15413
6	58	14978
7	64	14398
8	68	13706
9	75	13441
10	81	13305
11	88	13134
12	94	12931
13	100	12782
14	106	12666
15	112	12578
16	118	12437
17	124	12356
18	131	12341
19	137	12268
20	144	12242
21	150	12195
22	157	12139
23	165	12211
24	172	12217
25	177	12139
26	184	12092
27	191	12106
28	196	12024
29	203	11996
30	209	11964
31	215	11930
32	222	11911
33	228	11886
34	234	11845
35	241	11823
36	248	11818
37	253	11770
38	259	11706
39	265	11679
40	271	11648
41	275	11516
42	281	11508
43	287	11491
44	294	11491
45	300	11466
46	304	11373
47	310	11350
48	317	11333
49	322	11273
50	329	11284
51	335	11290
52	341	11269
53	347	11230
54	354	11236
55	360	11214
56	366	11220
57	373	11226
58	379	11198
59	387	11224
60	393	11221
61	400	11217
62	406	11219
63	413	11220
64	420	11219
65	426	11211
66	433	11214
67	435	11101
68	441	11088
69	451	11169
70	462	11260
71	470	11301
72	477	11292
73	484	11296
74	491	11313
75	504	11454
76	517	11571
77	528	11676
78	539	11756
79	551	11846
80	562	11937
81	573	12017
82	583	12074
83	600	12259
84	611	12329
85	621	12385
86	632	12454
87	661	12876
88	694	13357
89	710	13496
90	729	13696
91	738	13714
92	751	13799
93	758	13771
94	765	13745
95	771	13702
96	777	13656
97	783	13612
98	790	13580
99	796	13544
100	802	13507
101	809	13469
102	818	13486
103	825	13454
104	832	13436
105	838	13401
106	845	13372
107	858	13443
108	870	13507
109	877	13475
110	1062	16174
111	1321	19918
112	1420	21210
113	1429	21134
114	1440	21099
115	1448	21027
116	1455	20941
117	1460	20824
118	1473	20811
119	1483	20765
120	1495	20748
121	1502	20666
122	1509	20579
123	1516	20494
124	1521	20386
125	1523	20240
126	1529	20148
127	1537	20079
128	1549	20065
129	1553	19953
130	1562	19910
131	1570	19843
132	1577	19773
133	1593	19808
134	1614	19907
135	1632	19976
136	1637	19871
137	1644	19801
138	1655	19778
139	1671	19821
140	1686	19838
141	1696	19805
142	1705	19766
143	1716	19739
144	1719	19629
145	1731	19612
146	1743	19600
147	1756	19606
148	1766	19568
149	1778	19559
150	1787	19523
151	1794	19454
152	1806	19443
153	1819	19445
154	1830	19427
155	1836	19358
156	1840	19258
157	1843	19158
158	1848	19079
159	1854	19010
160	1856	18903
161	1863	18837
162	1872	18805
163	1877	18725
164	1888	18717
165	1894	18647
166	1900	18582
167	1906	18517
168	1911	18445
169	1916	18379
170	1923	18319
171	1929	18258
172	1932	18172
173	1936	18094
174	1940	18016
175	1945	17953
176	1952	17902
177	1958	17843
178	1963	17785
179	1971	17739
180	1976	17682
181	1984	17646
182	1995	17628
183	2001	17578
184	2008	17533
185	2014	17478
186	2020	17426
187	2026	17376
188	2029	17295
189	2034	17241
190	2040	17193
191	2047	17143
192	2052	17092
193	2058	17042
194	2061	16964
195	2068	16924
196	2077	16903
197	2081	16841
198	2084	16774
199	2091	16732
200	2098	16696
201	2105	16656
202	2108	16586
203	2114	16542
204	2117	16476
205	2123	16430
206	2126	16366
207	2133	16326
208	2138	16282
209	2144	16239
210	2151	16206
211	2157	16161
212	2162	16114
213	2168	16069
214	2172	16016
215	2178	15972
216	2185	15944
217	2199	15958
218	2217	16006
219	2226	15989
220	2232	15954
221	2238	15909
222	2241	15853
223	2244	15790
224	2250	15753
225	2256	15718
226	2263	15685
227	2269	15646
228	2273	15593
229	2280	15564
230	2285	15526
231	2291	15489
232	2298	15457
233	2304	15424
234	2310	15388
235	2316	15353
236	2323	15321
237	2329	15286
238	2332	15233
239	2338	15202
240	2344	15166
241	2346	15108
242	2352	15075
243	2358	15043
