iter	Passed	Remaining
0	15	27145
1	24	21872
2	35	21014
3	47	21542
4	57	20648
5	64	19200
6	70	18076
7	78	17475
8	84	16855
9	93	16690
10	98	15956
11	105	15758
12	112	15480
13	119	15266
14	125	14972
15	135	15088
16	145	15293
17	152	15078
18	161	15159
19	186	16555
20	198	16849
21	211	17054
22	220	17065
23	233	17278
24	247	17589
25	264	18077
26	278	18314
27	283	17914
28	306	18746
29	364	21499
30	374	21380
31	383	21193
32	393	21084
33	403	20946
34	412	20813
35	420	20603
36	431	20551
37	442	20498
38	452	20451
39	462	20356
40	473	20329
41	482	20183
42	489	20009
43	493	19710
44	500	19531
45	508	19393
46	515	19217
47	522	19087
48	530	18959
49	539	18881
50	548	18809
51	557	18743
52	568	18751
53	579	18722
54	590	18723
55	596	18583
56	602	18426
57	606	18222
58	618	18239
59	627	18206
60	645	18395
61	654	18359
62	670	18489
63	679	18437
64	689	18414
65	705	18540
66	718	18574
67	728	18552
68	740	18577
69	749	18518
70	757	18450
71	765	18365
72	771	18249
73	788	18401
74	812	18676
75	831	18865
76	849	19012
77	864	19094
78	880	19175
79	895	19256
80	907	19266
81	934	19581
82	948	19627
83	957	19564
84	974	19664
85	994	19814
86	1219	24018
87	1272	24759
88	1280	24625
89	1288	24486
90	1295	24335
91	1299	24124
92	1304	23945
93	1309	23770
94	1313	23580
95	1318	23401
96	1385	24329
97	1399	24310
98	1409	24211
99	1420	24148
100	1434	24133
101	1442	24013
102	1450	23894
103	1457	23776
104	1465	23649
105	1468	23472
106	1475	23351
107	1480	23191
108	1483	23018
109	1487	22846
110	1490	22681
111	1501	22634
112	1510	22550
113	1517	22438
114	1524	22341
115	1528	22186
116	1537	22114
117	1544	22012
118	1551	21917
119	1559	21838
120	1567	21754
121	1577	21694
122	1585	21620
123	1596	21578
124	1601	21461
125	1605	21333
126	1609	21204
127	1613	21079
128	1617	20957
129	1622	20836
130	1630	20774
131	1634	20659
132	1638	20539
133	1643	20431
134	1647	20317
135	1651	20207
136	1660	20161
137	1667	20088
138	1674	20005
139	1680	19924
140	1689	19874
141	1700	19859
142	1709	19809
143	1719	19771
144	1728	19732
145	1738	19689
146	1745	19628
147	1753	19568
148	1762	19528
149	1771	19483
150	1780	19440
151	1789	19401
152	1796	19340
153	1802	19260
154	1808	19189
155	1812	19096
156	1818	19030
157	1824	18960
158	1836	18952
159	1850	18962
160	1860	18937
161	1870	18911
162	1879	18879
163	1888	18838
164	1898	18813
165	1907	18773
166	1914	18724
167	1922	18673
168	1928	18613
169	1936	18570
170	1940	18481
171	1943	18398
172	1948	18324
173	1951	18241
174	1955	18154
175	1959	18080
176	1963	18008
177	1967	17932
178	1970	17845
179	1974	17768
180	1977	17690
181	1981	17613
182	1984	17536
183	1988	17461
184	1991	17381
185	1995	17312
186	1999	17248
187	2011	17248
188	2020	17221
189	2029	17193
190	2035	17146
191	2040	17091
192	2046	17040
193	2051	16984
194	2059	16947
195	2064	16897
196	2068	16829
197	2070	16754
198	2073	16685
199	2077	16617
200	2079	16545
201	2081	16466
202	2084	16395
203	2088	16339
204	2091	16275
205	2095	16215
206	2097	16144
207	2103	16096
208	2109	16055
209	2111	15984
210	2113	15917
211	2117	15864
212	2121	15808
213	2126	15756
214	2129	15697
215	2133	15646
216	2137	15592
217	2141	15539
218	2150	15521
219	2154	15476
220	2157	15413
221	2158	15344
222	2165	15315
223	2168	15260
224	2172	15204
225	2174	15147
226	2178	15096
227	2183	15055
228	2188	15013
229	2191	14958
230	2194	14905
231	2197	14854
232	2203	14816
233	2206	14765
234	2210	14718
235	2214	14673
236	2218	14629
237	2222	14589
238	2227	14545
239	2230	14498
240	2234	14455
241	2238	14408
242	2240	14355
243	2243	14307
244	2246	14260
245	2250	14217
246	2254	14174
247	2258	14130
248	2261	14089
249	2266	14052
250	2271	14015
251	2279	14002
252	2286	13978
253	2292	13955
254	2295	13905
255	2299	13871
256	2303	13829
257	2306	13787
258	2309	13743
259	2313	13702
260	2319	13676
261	2325	13652
262	2335	13649
263	2341	13624
264	2348	13606
265	2355	13583
266	2365	13582
267	2398	13708
268	2442	13899
269	2449	13882
270	2459	13877
271	2467	13859
272	2473	13835
273	2484	13837
274	2491	13815
275	2494	13775
276	2500	13745
277	2503	13706
