iter	MAE
586	70353.02172
587	70351.8602
588	70308.98529
589	70304.67317
590	70299.07444
591	70294.98006
592	70293.8508
593	70287.10016
594	70277.423
595	70262.03713
596	70233.03336
597	70216.41857
598	70208.50472
599	70206.2796
600	70195.8423
601	70156.61687
602	70106.04577
603	70072.25996
604	70037.4347
605	69988.33283
606	69942.67142
607	69931.69991
608	69897.8283
609	69856.20112
610	69833.29821
611	69827.15433
612	69814.5631
613	69807.33463
614	69794.98763
615	69779.47795
616	69775.68204
617	69755.73085
618	69746.12503
619	69739.06075
620	69724.23082
621	69672.1432
622	69658.09679
623	69650.37818
624	69621.83222
625	69608.86471
626	69604.30239
627	69603.40977
628	69584.94753
629	69568.24694
630	69508.94886
631	69507.74774
632	69493.93859
633	69469.24307
634	69387.18889
635	69367.2802
636	69355.91848
637	69350.57494
638	69326.90084
639	69301.86771
640	69298.87221
641	69284.33942
642	69277.96421
643	69233.13572
644	69231.69992
645	69221.42751
646	69186.06464
647	69117.60706
648	69106.62613
649	69089.67693
650	69074.56462
651	69055.7206
652	68998.23547
653	68982.77271
654	68965.42721
655	68952.95154
656	68942.51626
657	68909.48854
658	68900.51729
659	68890.15664
660	68876.62607
661	68840.02864
662	68825.03769
663	68812.83153
664	68807.06034
665	68803.16867
666	68782.36873
667	68780.63061
668	68773.51496
669	68711.41533
670	68695.00787
671	68692.21435
672	68689.21006
673	68685.61167
674	68676.83549
675	68662.40424
676	68637.91182
677	68617.23323
678	68596.23312
679	68553.07726
680	68547.60253
681	68536.48685
682	68520.37307
683	68514.67385
684	68500.54663
685	68490.63275
686	68483.89529
687	68481.32948
688	68480.19629
689	68464.95516
690	68431.53348
691	68416.33455
692	68405.34469
693	68403.37
694	68384.7549
695	68381.20223
696	68377.32052
697	68368.22134
698	68366.6242
699	68354.92126
700	68348.96879
701	68305.26309
702	68265.96499
703	68227.10239
704	68225.98758
705	68218.03865
706	68214.53405
707	68209.77217
708	68204.26606
709	68201.48853
710	68196.3642
711	68185.27944
712	68181.86622
713	68140.94699
714	68139.41682
715	68132.47351
716	68130.67902
717	68124.46696
718	68119.39924
719	68079.42191
720	68075.55552
721	68072.05315
722	68049.85785
723	68048.54092
724	68043.82573
725	68041.68527
726	68005.51546
727	67994.833
728	67988.12891
729	67983.48341
730	67975.59838
731	67970.10733
732	67964.19318
733	67957.27704
734	67944.78029
735	67940.70611
736	67875.19147
737	67873.11772
738	67846.68975
739	67843.83902
740	67804.13465
741	67792.10223
742	67768.34392
743	67751.89159
744	67748.14384
745	67729.7137
746	67692.70328
747	67683.48868
748	67676.74661
749	67674.10392
750	67662.55038
751	67660.17271
752	67653.21429
753	67650.73911
754	67628.56316
755	67619.78236
756	67613.84181
757	67606.74061
758	67604.03224
759	67598.90398
760	67590.26532
761	67583.49302
762	67557.2163
763	67532.20885
764	67527.72317
765	67525.62812
766	67523.87402
767	67518.49888
768	67514.73114
769	67487.45513
770	67481.86038
771	67479.44159
772	67477.86822
773	67474.76086
774	67472.90578
775	67459.01166
776	67451.914
777	67451.335
778	67449.01536
779	67441.9205
780	67420.2827
781	67418.91722
782	67414.52746
783	67408.83292
784	67399.08474
785	67390.8594
786	67387.50769
787	67384.97685
788	67371.87086
789	67311.55672
790	67308.97643
791	67307.7285
792	67273.69324
793	67269.44561
794	67262.19548
795	67245.59383
796	67244.90954
797	67241.81954
798	67238.78653
799	67229.35698
800	67227.2526
801	67203.23441
802	67197.78243
803	67189.50543
804	67172.16214
805	67170.75195
806	67169.2027
807	67164.41484
808	67161.36618
809	67136.95664
810	67127.85564
811	67117.24741
812	67079.72013
813	67079.25067
814	67052.54548
815	67039.77532
816	67031.47921
817	67027.00164
818	66973.17763
819	66965.27793
820	66962.34823
821	66929.21732
822	66904.41824
823	66901.084
824	66894.16076
825	66890.95059
826	66885.05175
827	66882.51537
828	66873.59517
829	66842.83359
830	66839.05457
831	66836.25571
832	66824.3372
833	66821.10097
834	66819.57389
835	66796.38185
836	66794.6026
837	66793.52684
838	66772.55145
839	66760.61402
840	66733.40215
841	66731.68446
842	66729.75237
843	66701.94907
844	66698.31829
845	66632.9324
846	66612.97944
847	66611.67833
848	66599.31448
849	66596.10452
850	66594.252
851	66592.30451
852	66589.45973
853	66587.16445
854	66569.63816
855	66566.62311
856	66560.86705
857	66557.83112
858	66553.68892
859	66532.06071
860	66515.79704
861	66495.98481
862	66491.82239
863	66481.34458
864	66463.16299
865	66430.86126
866	66430.7136
867	66387.30312
868	66365.49461
869	66361.11831
870	66349.57664
871	66344.52075
872	66342.8992
873	66291.72849
874	66290.41944
875	66284.40897
876	66279.08074
877	66242.60425
878	66204.75139
879	66200.06215
880	66184.9139
881	66179.91026
882	66142.4809
883	66140.82501
884	66105.76623
885	66102.429
886	66094.77307
887	66052.42994
888	66050.16205
889	66028.62902
890	66019.95205
891	65986.10417
892	65983.39176
893	65977.39557
894	65975.1312
895	65974.73998
896	65972.02779
897	65947.5692
898	65916.13381
899	65901.38769
900	65890.34092
901	65884.72323
902	65870.60463
903	65869.44924
904	65868.91671
905	65834.89976
906	65833.63353
907	65809.00168
908	65783.08535
909	65777.00129
910	65773.36706
911	65773.07487
912	65769.89103
913	65767.80954
914	65760.58638
915	65757.56487
916	65755.30342
917	65752.42736
918	65732.9449
919	65731.00707
920	65727.52207
921	65720.37243
922	65710.88564
923	65685.25533
924	65654.54126
925	65629.44272
926	65607.23842
927	65597.57932
928	65591.12192
929	65581.18607
930	65577.32883
931	65542.09682
932	65540.47599
933	65517.75531
934	65504.06548
935	65492.31339
936	65461.01407
937	65454.46654
938	65451.43427
939	65449.70602
940	65428.94758
941	65421.89583
942	65383.8304
943	65381.89638
944	65373.85067
945	65338.71456
946	65325.15029
947	65323.58842
948	65317.05931
949	65310.27177
950	65255.045
951	65249.89418
952	65246.68313
953	65245.96315
954	65241.62657
955	65236.87593
956	65232.55719
957	65228.0061
958	65223.17494
959	65195.61451
960	65175.85862
961	65170.04501
962	65165.02361
963	65163.25088
964	65162.68935
965	65146.1095
966	65134.65869
967	65111.593
968	65107.178
969	65102.55537
970	65076.4767
971	65068.6549
972	65058.04939
973	65042.22989
974	65038.84822
975	65032.16002
976	65028.82308
977	65028.01516
978	65020.49754
979	65018.29502
980	65017.41516
981	65015.71569
982	64984.68798
983	64983.17215
984	64980.8833
985	64978.58393
986	64972.40696
987	64967.89531
988	64960.75975
989	64950.0358
990	64946.30242
991	64930.74715
992	64917.73006
993	64913.63305
994	64910.8603
995	64908.65248
996	64891.83363
997	64890.07897
998	64880.0594
999	64849.50602
1000	64827.03651
1001	64823.0924
1002	64820.03005
1003	64803.67771
1004	64792.72134
1005	64787.87158
1006	64784.84293
1007	64773.20554
1008	64771.1288
1009	64764.42139
1010	64746.93338
1011	64743.53332
1012	64739.57184
1013	64733.74813
1014	64725.43077
1015	64717.8203
1016	64713.8675
1017	64710.2505
1018	64705.50716
1019	64668.80465
1020	64662.09122
1021	64646.30273
1022	64645.72196
1023	64642.65086
1024	64637.92846
1025	64635.51352
1026	64633.8688
1027	64626.38919
1028	64609.9121
1029	64603.33537
1030	64600.59092
1031	64599.46169
1032	64588.13554
1033	64569.64217
1034	64565.77166
1035	64554.25648
1036	64547.44797
1037	64543.46459
1038	64537.69092
1039	64529.27423
1040	64501.84173
1041	64499.47534
1042	64489.52325
1043	64485.15666
1044	64449.13624
1045	64446.21638
1046	64445.49457
1047	64440.36744
1048	64426.6508
1049	64416.47867
1050	64410.5157
1051	64405.29878
1052	64393.18134
1053	64381.14068
1054	64369.01519
1055	64366.10074
1056	64339.70158
1057	64337.32107
1058	64322.35386
1059	64308.37144
1060	64307.10157
1061	64302.75344
1062	64301.86239
1063	64279.66921
1064	64276.15375
1065	64266.97745
1066	64266.30365
1067	64263.17872
1068	64261.49604
1069	64258.54881
1070	64248.74779
1071	64242.00278
1072	64226.03872
1073	64222.40426
1074	64216.18012
1075	64215.52504
1076	64205.66314
1077	64187.95382
1078	64187.3211
1079	64184.73139
1080	64183.67663
1081	64171.40017
1082	64163.85533
1083	64159.62418
1084	64159.30791
1085	64155.48786
1086	64124.5645
1087	64122.07353
1088	64117.96036
1089	64107.48194
1090	64103.72812
1091	64087.09888
1092	64078.60859
1093	64065.55625
1094	64064.15938
1095	64052.12912
1096	64039.48309
1097	64032.98774
1098	64027.43587
1099	64025.84663
1100	64021.47392
1101	64015.24391
1102	64003.98015
1103	63996.39394
1104	63992.43308
1105	63989.0948
1106	63985.03058
1107	63983.22102
1108	63977.87981
1109	63972.44402
1110	63939.89709
1111	63936.13351
1112	63926.0292
1113	63923.64129
1114	63920.61385
1115	63919.50632
1116	63898.78106
1117	63873.20248
1118	63872.0422
1119	63857.90351
1120	63857.25742
1121	63843.8214
1122	63842.5534
1123	63841.62799
1124	63838.06088
1125	63828.34614
1126	63824.29556
1127	63822.64681
1128	63811.01904
1129	63809.94706
1130	63791.85447
1131	63785.95965
1132	63780.10337
1133	63773.73675
1134	63759.82695
1135	63757.82566
1136	63756.57204
1137	63755.24759
1138	63748.99322
1139	63746.1002
1140	63717.08408
1141	63710.93012
1142	63709.34199
1143	63702.234
1144	63700.78005
1145	63697.01713
1146	63691.11349
1147	63683.09166
1148	63679.88982
1149	63645.04628
1150	63618.25175
1151	63616.3301
1152	63612.62148
1153	63608.79379
1154	63607.27787
1155	63601.69824
1156	63599.10829
1157	63589.54349
1158	63587.88842
1159	63582.14766
1160	63577.00301
1161	63575.06316
1162	63572.18106
1163	63570.00004
1164	63549.37042
1165	63524.06165
1166	63522.16286
1167	63517.69201
1168	63498.60133
1169	63492.29126
1170	63491.2495
1171	63484.57838
1172	63472.64223
1173	63459.34869
1174	63458.54828
1175	63444.3176
1176	63436.78563
1177	63433.48226
1178	63431.03002
1179	63425.0475
1180	63422.59274
1181	63414.22858
1182	63395.38321
1183	63381.8791
1184	63368.50058
1185	63353.01443
1186	63335.03606
1187	63318.49859
1188	63311.08996
1189	63305.80987
1190	63302.60257
1191	63278.21014
1192	63268.79465
1193	63264.86636
1194	63261.13637
1195	63258.68437
1196	63254.91985
1197	63253.37407
1198	63245.52485
1199	63231.21853
1200	63210.74881
1201	63188.12887
1202	63186.83972
1203	63180.53196
1204	63172.70205
1205	63151.45007
1206	63142.9629
1207	63109.84988
1208	63107.04033
1209	63100.7419
1210	63092.33747
1211	63086.35635
1212	63082.86019
1213	63081.39828
1214	63062.57218
1215	63044.10689
1216	63033.10022
1217	63005.01032
1218	62993.00876
1219	62988.31028
1220	62987.62973
1221	62972.29764
1222	62952.55796
1223	62933.064
1224	62919.22513
1225	62918.08794
1226	62912.78908
1227	62908.46698
1228	62903.46292
1229	62897.92751
1230	62897.17966
1231	62895.63401
1232	62894.46626
1233	62889.07759
1234	62869.67567
1235	62868.375
1236	62858.69502
1237	62856.54746
1238	62848.51495
1239	62847.73235
1240	62844.50024
1241	62839.82741
1242	62839.18465
1243	62838.62569
1244	62835.57303
1245	62829.06928
1246	62828.18273
1247	62818.97113
1248	62816.87887
1249	62809.48095
1250	62799.95173
1251	62795.32993
1252	62793.90703
1253	62771.12091
1254	62765.36033
1255	62748.00024
1256	62744.27919
1257	62734.74569
1258	62733.89501
1259	62732.72987
1260	62720.08344
1261	62712.33757
1262	62701.67134
1263	62701.04675
1264	62698.47833
1265	62686.41901
1266	62680.73716
1267	62678.77816
1268	62675.38723
1269	62664.54878
1270	62663.4463
1271	62660.95577
1272	62655.70575
1273	62653.01912
1274	62651.73065
1275	62648.1514
1276	62638.97123
1277	62631.06188
1278	62626.36473
1279	62624.53237
1280	62616.65003
1281	62602.8176
1282	62588.34021
1283	62586.71701
1284	62584.37127
1285	62582.92858
1286	62580.84002
1287	62574.8148
1288	62545.79107
1289	62544.58668
1290	62538.5457
1291	62530.39896
1292	62529.15628
1293	62525.93554
1294	62523.11649
1295	62500.08267
1296	62483.9238
1297	62481.4998
1298	62475.05161
1299	62470.53534
1300	62469.38218
1301	62468.40455
1302	62454.17745
1303	62453.01369
1304	62434.43421
1305	62417.99461
1306	62412.45503
1307	62406.66791
1308	62383.8944
1309	62378.85682
1310	62361.42147
1311	62360.13833
1312	62358.89454
1313	62354.28907
1314	62352.09733
1315	62351.15554
1316	62347.91462
1317	62338.89364
1318	62307.32055
1319	62304.29598
1320	62296.45222
1321	62294.67312
1322	62283.89276
1323	62270.86515
1324	62250.41248
1325	62248.92556
1326	62245.82081
1327	62237.50284
1328	62235.48067
1329	62231.18127
1330	62227.66606
1331	62219.21688
1332	62218.34492
1333	62198.86008
1334	62189.55881
1335	62188.84631
1336	62186.37551
1337	62167.64774
1338	62165.76183
1339	62163.66736
1340	62163.19571
1341	62161.48876
1342	62151.46817
1343	62137.04128
1344	62125.64316
1345	62122.5218
1346	62116.58969
1347	62109.01987
1348	62098.56337
1349	62092.09053
1350	62090.67818
1351	62075.70364
1352	62073.10354
1353	62055.02066
1354	62038.59529
1355	62019.19575
1356	62018.0686
1357	62005.00572
1358	61996.23435
1359	61979.33132
1360	61977.12927
1361	61972.15243
1362	61968.09328
1363	61966.47827
1364	61966.36201
1365	61954.54224
1366	61941.06634
1367	61938.37011
1368	61938.29155
1369	61936.65176
1370	61902.65703
1371	61897.3909
1372	61887.89867
1373	61884.3035
1374	61874.99023
1375	61869.90058
1376	61866.95335
1377	61861.61496
1378	61834.76391
1379	61829.63064
1380	61820.82648
1381	61808.90346
1382	61798.45365
1383	61786.56692
1384	61778.67988
1385	61774.44045
1386	61772.05646
1387	61767.69431
1388	61765.69821
1389	61764.01948
1390	61762.67825
1391	61758.17884
1392	61752.95733
1393	61752.36252
1394	61742.76148
1395	61729.43425
1396	61721.60124
1397	61718.41589
1398	61714.23472
1399	61712.30273
1400	61711.39626
1401	61701.14693
1402	61697.48534
1403	61696.23653
1404	61689.09233
1405	61680.10604
1406	61679.52929
1407	61675.91914
1408	61667.67644
1409	61660.80309
1410	61638.03157
1411	61636.35776
1412	61633.36051
1413	61627.35699
1414	61626.66621
1415	61623.45649
1416	61620.77897
1417	61614.92585
1418	61610.06154
1419	61604.55108
1420	61597.257
1421	61595.05857
1422	61589.60649
1423	61585.84874
1424	61550.64815
1425	61530.88933
1426	61528.60754
1427	61525.51437
1428	61521.33194
1429	61509.86569
1430	61509.05553
1431	61503.18314
1432	61478.12299
1433	61474.99401
1434	61471.81647
1435	61464.56373
1436	61446.58361
1437	61444.08751
1438	61439.30537
1439	61438.15812
1440	61435.36067
1441	61431.62867
1442	61429.79028
1443	61429.32278
1444	61428.92529
1445	61409.36505
1446	61408.68343
1447	61403.45711
1448	61403.40571
1449	61401.99931
1450	61400.56653
1451	61396.1746
1452	61372.92987
1453	61367.60092
1454	61363.8209
1455	61357.102
1456	61356.69777
1457	61327.26362
1458	61323.48107
1459	61322.1925
1460	61319.95583
1461	61318.1793
1462	61314.47743
1463	61313.84706
1464	61311.79319
1465	61308.43674
1466	61307.14827
1467	61306.6236
1468	61293.39458
1469	61288.81854
1470	61286.26686
1471	61277.44479
1472	61277.02265
1473	61275.5223
1474	61274.21079
1475	61273.96721
1476	61273.5844
1477	61267.88771
1478	61267.56269
1479	61236.59303
1480	61233.13099
1481	61219.57162
1482	61197.45654
1483	61195.57358
1484	61183.17591
1485	61157.07418
1486	61152.34751
1487	61151.96364
1488	61145.70923
1489	61139.50748
1490	61122.79756
1491	61121.95666
1492	61118.29821
1493	61095.75464
1494	61092.5157
1495	61087.85727
1496	61085.51185
1497	61077.67691
1498	61070.59194
1499	61065.93534
1500	61063.14511
1501	61060.37258
1502	61056.21834
1503	61053.58026
1504	61051.86741
1505	61051.2552
1506	61050.38304
1507	61037.56279
1508	61021.51477
1509	61020.23226
1510	61018.19565
1511	61014.73919
1512	61014.00489
1513	60998.60501
1514	60991.2502
1515	60978.76978
1516	60977.58052
1517	60976.29622
1518	60974.49731
1519	60970.93764
1520	60968.30903
1521	60966.74558
1522	60965.29257
1523	60952.5573
1524	60949.18137
1525	60947.57466
1526	60940.9987
1527	60939.86584
1528	60938.11756
1529	60933.82862
1530	60928.93002
1531	60927.47808
1532	60900.08444
1533	60885.11362
1534	60883.62064
1535	60883.3905
1536	60882.03974
1537	60864.9309
1538	60862.63447
1539	60861.9517
1540	60861.36425
1541	60852.90804
1542	60847.73894
1543	60846.09417
1544	60842.25258
1545	60838.75284
1546	60834.27293
1547	60830.16115
1548	60829.65588
1549	60828.88206
1550	60826.56605
1551	60824.67812
1552	60803.33426
1553	60801.55742
1554	60800.35057
1555	60799.47573
1556	60796.35811
1557	60795.42779
1558	60777.74246
1559	60774.94728
1560	60770.42392
1561	60768.66749
1562	60767.8773
1563	60761.91058
1564	60758.65541
1565	60758.00852
1566	60757.70489
1567	60755.27805
1568	60738.37921
1569	60731.05133
1570	60719.27484
1571	60700.06176
1572	60697.98921
1573	60693.48823
1574	60686.10184
1575	60683.20741
1576	60682.17259
1577	60665.29665
1578	60664.38083
1579	60662.04508
1580	60659.97895
1581	60659.18631
1582	60654.06326
1583	60653.24754
1584	60650.64869
1585	60636.20601
1586	60624.35907
1587	60622.78761
1588	60612.24987
1589	60608.43875
1590	60607.74721
1591	60598.53956
1592	60595.02766
1593	60593.39871
1594	60567.21447
1595	60564.25112
1596	60561.7822
1597	60555.28411
1598	60544.78138
1599	60542.32529
1600	60539.77911
1601	60499.55262
1602	60496.53564
1603	60495.54965
1604	60487.2836
1605	60465.8853
1606	60448.25892
1607	60444.92161
1608	60442.09268
1609	60440.88461
1610	60439.6387
1611	60439.47747
1612	60438.2856
1613	60437.87956
1614	60436.25338
1615	60432.49384
1616	60430.57384
1617	60426.09644
1618	60416.70558
1619	60411.90027
1620	60406.70773
1621	60403.07001
1622	60397.11984
1623	60396.88891
1624	60396.03484
1625	60392.69957
1626	60391.62146
1627	60391.5431
1628	60390.25435
1629	60389.21378
1630	60381.08567
1631	60373.8202
1632	60368.86395
1633	60367.9873
1634	60353.24844
1635	60352.55768
1636	60331.30276
1637	60329.96814
1638	60324.65301
1639	60324.39869
1640	60321.05145
1641	60317.25395
1642	60309.27138
1643	60289.89175
1644	60277.47091
1645	60263.33478
1646	60255.42053
1647	60253.71776
1648	60252.23861
1649	60245.58813
1650	60237.9435
1651	60237.32743
1652	60232.64969
1653	60231.36596
1654	60229.16714
1655	60225.95482
1656	60224.48078
1657	60220.20429
1658	60202.91385
1659	60199.46432
1660	60193.70016
1661	60189.33201
1662	60176.98248
1663	60172.6555
1664	60170.24429
1665	60167.925
1666	60166.1398
1667	60165.19221
