iter	Passed	Remaining
0	8	15662
1	18	16223
2	22	13659
3	30	13519
4	36	13170
5	43	13143
6	51	13221
7	58	13195
8	67	13424
9	74	13387
10	81	13296
11	89	13289
12	96	13204
13	99	12727
14	106	12646
15	112	12579
16	122	12834
17	125	12376
18	132	12434
19	139	12393
20	146	12380
21	153	12443
22	161	12516
23	168	12484
24	176	12557
25	180	12326
26	187	12326
27	194	12323
28	202	12358
29	210	12396
30	216	12344
31	224	12383
32	230	12332
33	237	12360
34	370	18702
35	440	21568
36	449	21420
37	459	21285
38	468	21137
39	474	20871
40	477	20482
41	488	20456
42	500	20443
43	513	20501
44	526	20536
45	541	20637
46	555	20716
47	572	20879
48	585	20930
49	602	21075
50	626	21469
51	656	22073
52	701	23108
53	808	26140
54	821	26066
55	845	26320
56	861	26355
57	868	26074
58	874	25811
59	879	25494
60	885	25238
61	891	24985
62	903	24906
63	911	24729
64	917	24502
65	924	24282
66	930	24057
67	936	23849
68	943	23667
69	956	23632
70	964	23496
71	972	23350
72	980	23196
73	986	23008
74	992	22833
75	1000	22692
76	1006	22530
77	1013	22371
78	1019	22208
79	1025	22054
80	1032	21902
81	1038	21753
82	1044	21599
83	1050	21460
84	1056	21315
85	1062	21180
86	1069	21049
87	1075	20924
88	1081	20795
89	1087	20669
90	1094	20553
91	1102	20464
92	1109	20364
93	1116	20260
94	1122	20147
95	1128	20031
96	1135	19928
97	1140	19813
98	1146	19704
99	1153	19607
100	1160	19524
101	1164	19385
102	1172	19314
103	1178	19222
104	1186	19146
105	1193	19066
106	1195	18912
107	1203	18847
108	1208	18745
109	1213	18648
110	1222	18595
111	1229	18524
112	1236	18455
113	1242	18379
114	1249	18312
115	1256	18246
116	1263	18176
117	1272	18144
118	1285	18154
119	1292	18091
120	1301	18058
121	1315	18091
122	1327	18092
123	1341	18126
124	1376	18444
125	1385	18407
126	1392	18339
127	1395	18222
128	1401	18158
129	1407	18085
130	1413	18006
131	1420	17955
132	1609	20177
133	1681	20905
134	1693	20883
135	1698	20787
136	1712	20783
137	1716	20677
138	1726	20635
139	1730	20514
140	1737	20441
141	1749	20432
142	1757	20368
143	1767	20320
144	1770	20205
145	1777	20136
146	1784	20071
147	1790	19989
148	1796	19906
149	1802	19831
150	1812	19797
151	1819	19727
152	1827	19676
153	1835	19614
154	1840	19537
155	1846	19464
156	1853	19397
157	1860	19339
158	1868	19286
159	1872	19190
160	1879	19134
161	1884	19054
162	1892	19006
163	1897	18930
164	1901	18843
165	1907	18778
166	1915	18730
167	1918	18634
168	1925	18586
169	1934	18544
170	1941	18500
171	1948	18446
172	1952	18364
173	1959	18307
174	1966	18263
175	1975	18225
176	1980	18162
177	1986	18102
178	1994	18066
179	2001	18015
180	2008	17965
181	2014	17910
182	2018	17834
183	2026	17796
184	2032	17746
185	2040	17706
186	2047	17658
187	2053	17609
188	2061	17570
189	2077	17604
190	2087	17583
191	2091	17512
192	2098	17474
193	2102	17403
194	2109	17358
195	2112	17286
196	2118	17241
197	2128	17225
198	2136	17191
199	2147	17180
200	2152	17120
201	2159	17080
202	2164	17027
203	2171	16989
204	2178	16951
205	2189	16938
206	2203	16956
207	2217	16973
208	2232	16995
209	2243	16984
210	2248	16936
211	2254	16888
212	2258	16831
213	2264	16784
214	2270	16737
215	2277	16702
216	2283	16660
217	2291	16631
218	2296	16577
219	2306	16568
220	2309	16499
221	2311	16431
222	2320	16411
223	2327	16375
224	2336	16356
225	2342	16316
226	2353	16309
227	2362	16287
228	2376	16305
229	2401	16389
230	2422	16457
231	2430	16424
232	2447	16457
233	2467	16515
234	2482	16532
235	2494	16534
236	2502	16501
237	2514	16504
238	2529	16523
239	2539	16505
240	2543	16452
241	2552	16431
242	2558	16395
243	2562	16341
244	2571	16318
245	2579	16293
246	2593	16304
247	2600	16271
248	2606	16237
249	2616	16222
250	2623	16193
251	2632	16173
252	2637	16129
253	2642	16084
254	2651	16064
255	2658	16031
256	2701	16216
257	2849	17030
258	2860	17019
259	2871	17006
260	2882	16995
261	2894	16992
262	2900	16948
263	2913	16949
264	2920	16918
265	2927	16885
266	2938	16872
267	2945	16834
268	2951	16799
269	2955	16745
270	2960	16703
271	2978	16729
272	2992	16740
273	3011	16769
274	3021	16757
275	3034	16756
276	3045	16747
277	3059	16750
278	3068	16728
279	3075	16693
280	3081	16655
281	3087	16620
282	3094	16586
283	3101	16554
284	3107	16516
285	3113	16480
286	3119	16444
287	3125	16409
288	3131	16372
289	3134	16321
290	3140	16284
291	3146	16250
292	3153	16217
293	3159	16184
294	3165	16149
295	3171	16115
296	3178	16082
297	3184	16050
298	3191	16019
299	3197	15986
300	3204	15956
301	3210	15923
302	3216	15890
