iter	Logloss
161	0.2965039163
162	0.2963596152
163	0.2961911338
164	0.2960070091
165	0.2957726754
166	0.2955701861
167	0.2953592441
168	0.2951816059
169	0.2949967313
170	0.2948808039
171	0.2946335509
172	0.2944630427
173	0.2941882842
174	0.2940558779
175	0.2938267318
176	0.2936402023
177	0.2934235727
178	0.2932636988
179	0.293092261
180	0.2929280433
181	0.2927759315
182	0.29254587
183	0.2923616074
184	0.2922092817
185	0.2920300248
186	0.2919466251
187	0.2917672252
188	0.2916155717
189	0.2914912987
190	0.2913887458
191	0.2911719486
192	0.2910280347
193	0.2909041399
194	0.29077347
195	0.2906001593
196	0.2904644607
197	0.2903267236
198	0.2901754285
199	0.2900357497
200	0.2899377936
201	0.2898164122
202	0.2897144333
203	0.2895964083
204	0.2894462453
205	0.289330339
206	0.2892132687
207	0.2890663622
208	0.2889349866
209	0.2887826253
210	0.2886418254
211	0.2885009635
212	0.2883611515
213	0.2882267608
214	0.288052017
215	0.2879490749
216	0.2878173693
217	0.2876982249
218	0.2875908207
219	0.2875052364
220	0.287348871
221	0.2872235229
222	0.287122662
223	0.28698025
224	0.2868460073
225	0.2867002885
226	0.286578652
227	0.2864838846
228	0.2863953998
229	0.2862537501
230	0.2861770285
231	0.2861155768
232	0.2859369607
233	0.2858272943
234	0.2857184069
235	0.2855818045
236	0.2854325602
237	0.2853377521
238	0.2852369092
239	0.2851517179
240	0.2850509387
241	0.2849284672
242	0.2848246925
243	0.284595067
244	0.2845118853
245	0.2844095476
246	0.2843352508
247	0.2842629081
248	0.2841770098
249	0.2840877246
250	0.2839996846
251	0.283899906
252	0.2838198023
253	0.2837603169
254	0.2837037578
255	0.2836233546
256	0.2834906974
257	0.2833462702
258	0.2832212321
259	0.2831495484
260	0.2830201402
261	0.2829019587
262	0.2827818825
263	0.2826898904
264	0.2826217075
265	0.282538916
266	0.2824710756
267	0.2823956099
268	0.2823102408
269	0.2822165857
270	0.2820618074
271	0.2819834623
272	0.2818229177
273	0.2817659765
274	0.2816890747
275	0.2815429204
276	0.281446632
277	0.2813599064
278	0.2813003032
279	0.2811924629
280	0.2811189075
281	0.2810507664
282	0.2809521881
283	0.2808182438
284	0.2807429858
285	0.2806162422
286	0.2805348494
287	0.2804592882
288	0.280353389
289	0.2802140869
290	0.2801431932
291	0.2800592552
292	0.2799863794
293	0.2798619508
294	0.2797867634
295	0.2797044783
296	0.2795292794
297	0.2794708432
298	0.2793750699
299	0.2792863525
300	0.2792243357
301	0.2791296419
302	0.2790100038
303	0.2789330848
304	0.2788460968
305	0.2787762839
306	0.2787097966
307	0.27861772
308	0.2785032581
309	0.2784172283
310	0.2783488487
311	0.2781983844
312	0.2781525124
313	0.2780770398
314	0.2779719632
315	0.2778892162
316	0.277841376
317	0.2777155285
318	0.2776302135
319	0.2775394064
320	0.2774732316
321	0.2774054601
322	0.2773484714
323	0.2772906175
324	0.2771488363
325	0.27710046
326	0.2770462497
327	0.2768867119
328	0.2767336868
329	0.2766682877
330	0.2766428133
331	0.2765767601
332	0.2765094835
333	0.2764368016
334	0.2763223413
335	0.2762529776
336	0.2761674082
337	0.2760686179
338	0.2760081608
339	0.2759491248
340	0.2758764148
341	0.2758107193
342	0.275744965
343	0.275691714
344	0.275658278
345	0.2755911782
346	0.275523918
347	0.2754590945
348	0.2753905369
349	0.2753138922
350	0.2752505868
351	0.2751435072
352	0.2750803204
353	0.2750216521
354	0.2749628929
355	0.2749076558
356	0.2748626856
357	0.2747676867
358	0.2746822218
359	0.2745812724
360	0.2745189424
361	0.2744244061
362	0.2743770044
363	0.2743152937
364	0.2742250431
365	0.274183708
366	0.2740958789
367	0.274028278
368	0.2739748535
369	0.2738773335
370	0.2738133844
371	0.2737689223
372	0.2737066094
373	0.2736652126
374	0.2735967653
375	0.2735542051
376	0.2734956247
377	0.2734251306
378	0.2733803432
379	0.2733222342
380	0.273259878
381	0.2731336806
382	0.2730679589
383	0.2729986312
384	0.2729358997
385	0.2728721755
386	0.2727950719
387	0.2727400897
388	0.2726141528
389	0.2725670124
390	0.2725311908
391	0.2724594706
392	0.2724065576
393	0.2723817389
394	0.2723191688
395	0.2722450959
396	0.2721935498
397	0.2721107798
398	0.2720196845
399	0.271982604
400	0.2719301748
401	0.2718814885
402	0.271808313
403	0.2717601939
404	0.2716965654
405	0.2716336449
406	0.2715823689
407	0.2714252632
408	0.2713558992
409	0.2712958764
410	0.2712181115
411	0.2711804066
412	0.2710966823
413	0.2710354692
414	0.270966633
415	0.2709317846
416	0.2708976005
417	0.2708499408
418	0.2707988463
419	0.2707541543
420	0.2707230342
421	0.2706738141
422	0.2705689968
423	0.2704760999
424	0.2702992761
425	0.270228839
426	0.2701513103
427	0.2701378006
428	0.2700790129
429	0.2700126418
430	0.2699296332
431	0.2698859327
432	0.2698185942
433	0.2697524909
434	0.2697046869
435	0.2696254598
436	0.2695854015
437	0.2695201669
438	0.2694846987
439	0.2694386127
440	0.26935121
441	0.2693053537
442	0.2692461929
443	0.269204936
444	0.2691472974
445	0.2690969678
446	0.2690532783
447	0.2689842814
448	0.2688958724
449	0.2688064266
450	0.2687731792
451	0.2686836629
452	0.2686271597
453	0.2685236769
454	0.2684610582
455	0.2684263438
456	0.2683596623
457	0.268305314
458	0.2682477591
459	0.2681676788
460	0.2681488092
461	0.2681082149
462	0.2680576369
463	0.2679915449
464	0.2679395416
465	0.2678917633
466	0.2678531449
467	0.2677976623
468	0.2677432964
469	0.2676843282
470	0.267631731
471	0.2675917748
472	0.2675254721
473	0.2674776193
474	0.2674219244
475	0.2673406876
476	0.2672984635
477	0.267264359
478	0.2672094213
479	0.2671607089
480	0.2671113477
481	0.2670547204
482	0.2669217994
483	0.2668536567
484	0.2667829858
485	0.2667376057
486	0.2666958404
487	0.266682571
488	0.2666550749
489	0.2666244824
490	0.2665391052
491	0.2665083753
492	0.2664438936
493	0.2664014758
494	0.2663250098
495	0.2662758
496	0.2662508672
497	0.266167916
498	0.2660982881
499	0.2660511484
500	0.2659918377
501	0.265936316
502	0.2658774668
503	0.2658575605
504	0.2658045548
505	0.2657320578
506	0.2656894813
507	0.2656639833
508	0.2656139235
509	0.2655411806
510	0.265498845
511	0.2653842587
512	0.2653199404
513	0.2652718841
514	0.265182858
515	0.2651525174
516	0.2651262051
517	0.2650742438
518	0.2650436914
519	0.2649886745
520	0.2649264146
521	0.2649042253
522	0.2648529997
523	0.2648074768
524	0.264782679
525	0.2647014794
526	0.2646501028
527	0.2644835524
528	0.2644307352
529	0.2643945377
530	0.2643486811
531	0.264298964
532	0.2642619337
533	0.2641666831
534	0.2641002499
535	0.264020709
536	0.2639614984
537	0.2639051934
538	0.2638400288
539	0.2637861645
540	0.263732417
541	0.2636938199
542	0.2636519822
543	0.2635764876
544	0.2635468939
545	0.2635022987
546	0.2634494389
547	0.263418778
548	0.2633754442
549	0.263328713
550	0.263272006
551	0.2632236603
552	0.2631768189
553	0.2631124871
554	0.2630623732
555	0.2630108079
556	0.2629792844
557	0.2629513755
558	0.2629141746
559	0.2628731931
560	0.2628336513
561	0.2627942008
562	0.2627530734
563	0.2626783153
564	0.2626152219
565	0.2625236342
566	0.2624958082
567	0.2624101037
568	0.2623530527
569	0.2622961006
570	0.2622499205
571	0.2622082231
572	0.262176382
573	0.26207001
574	0.2619971078
575	0.2619668087
576	0.2619009447
577	0.2618600272
578	0.2618167063
579	0.2617695924
580	0.2617113659
581	0.2616570973
582	0.2616120523
583	0.2615728025
584	0.2615325782
585	0.2614903905
586	0.2614436818
587	0.2613886801
588	0.261335988
589	0.2613177309
590	0.2612667968
591	0.2612316377
592	0.2611936851
593	0.2611396413
594	0.2610713589
595	0.261038528
596	0.2609521187
597	0.2609032775
598	0.260857921
599	0.2608253443
600	0.2607944484
601	0.260768562
602	0.2607107788
603	0.2606532864
604	0.260622256
605	0.2605687482
606	0.2605392631
607	0.2604841924
608	0.2604533271
609	0.260337479
610	0.2602646854
611	0.2602345892
612	0.2602088074
613	0.2601345752
614	0.2600878767
615	0.2600306499
616	0.2599888334
617	0.259919178
618	0.2598735168
619	0.259820425
620	0.2597719424
621	0.2597078652
622	0.259642993
623	0.2595859481
624	0.2595498209
625	0.2594605331
626	0.2594036984
627	0.2593549389
628	0.2593108671
629	0.2592500622
630	0.2591942454
631	0.2591468601
632	0.2590897024
633	0.2590536335
634	0.2589896607
635	0.258925318
636	0.2588736903
637	0.2588176399
638	0.258777566
639	0.2587157777
640	0.2586820056
641	0.2586316923
642	0.2586010607
643	0.258544925
644	0.2584651198
645	0.2583996045
646	0.2583378682
647	0.2582877776
648	0.2582266556
649	0.2581914185
650	0.258166122
651	0.258100087
652	0.2580511798
653	0.2580047881
654	0.2579028122
655	0.2578556118
656	0.2578158017
657	0.2577350505
658	0.2576902171
659	0.2576521449
660	0.2576194735
661	0.2575805628
662	0.2575254678
663	0.2574880194
664	0.257400787
665	0.2573504703
666	0.2573247487
667	0.2572459719
668	0.2572020813
669	0.2571726725
670	0.2571110034
671	0.2570497112
672	0.2569471093
673	0.2568785986
674	0.2568227197
675	0.2567599639
676	0.2567347819
677	0.256672285
678	0.2565792826
679	0.2565315775
680	0.2564922467
681	0.2564557542
682	0.2564257493
683	0.2563598256
684	0.2562947241
685	0.2562537849
686	0.2562224018
687	0.2561884057
688	0.2561258525
689	0.2560831332
690	0.2560514753
691	0.2560120135
692	0.255961912
693	0.25593629
694	0.255877543
695	0.2558281041
696	0.2557966402
697	0.2557482934
698	0.2556741986
699	0.2556374386
700	0.2556136195
701	0.2555532846
702	0.2554960093
703	0.2554332253
704	0.2553440491
705	0.2552878022
706	0.25524843
707	0.255203967
708	0.2551588513
709	0.2551143246
710	0.2550662331
711	0.2550326146
712	0.2550117989
713	0.254966496
714	0.2549289859
715	0.2549020516
716	0.2548080097
717	0.2547625147
718	0.2546961923
719	0.2546414858
720	0.2546137479
721	0.2545784237
722	0.2545474414
723	0.2545279423
724	0.2544672828
725	0.2544241898
726	0.2543716698
727	0.2543504332
728	0.2543144167
729	0.2542475264
730	0.2541772819
731	0.2541304513
732	0.254070463
733	0.2540366874
734	0.2540022651
735	0.2539217941
736	0.2538212946
737	0.2537634098
738	0.253697126
739	0.2536370853
740	0.2536053381
741	0.2535410511
742	0.2535145393
743	0.2534895353
744	0.2534130686
745	0.2533622757
746	0.2533330939
747	0.2532902024
748	0.2532321671
749	0.2531822081
750	0.2531417497
751	0.253097143
752	0.2530419494
753	0.2529896809
754	0.2529333605
755	0.2528788793
756	0.252814501
757	0.2527817225
758	0.2527507892
759	0.2527288357
760	0.2527015718
761	0.2526748105
762	0.2526469644
763	0.2525861989
764	0.2525397044
765	0.2524739691
766	0.2524340649
767	0.252363437
768	0.252314953
769	0.2522721535
770	0.2522447605
771	0.2521966122
772	0.2521329697
773	0.2521023951
774	0.2520559387
775	0.2520062991
776	0.2519774398
777	0.2519394562
778	0.251889151
779	0.2518583218
780	0.2518064923
781	0.251754471
782	0.251693377
783	0.2516655228
784	0.2516343721
785	0.2516057225
786	0.2515552918
787	0.2514854279
788	0.2514477087
789	0.251422159
790	0.2513959484
791	0.2513735006
792	0.2513287411
793	0.2512760651
794	0.2512310003
795	0.2512145454
796	0.2511895271
797	0.2511493052
798	0.2510786215
799	0.2510517267
800	0.2510310204
801	0.2509490115
802	0.250858624
803	0.2508176963
804	0.250785086
805	0.2507440867
806	0.2507209221
807	0.2506715054
808	0.2506492479
809	0.250616114
810	0.2505620252
811	0.2505217842
812	0.2504696431
813	0.2504345841
814	0.2503800852
815	0.250332937
816	0.250291841
817	0.2502581768
818	0.2501433899
819	0.2500911367
820	0.2500423964
821	0.2500178752
822	0.2500019405
823	0.2499500961
824	0.2499341375
825	0.249839209
826	0.2498079716
827	0.2497886682
828	0.2497598215
829	0.2496947055
830	0.2496616054
831	0.2496267548
832	0.2495930948
833	0.2495444867
834	0.2495306329
835	0.2495077325
836	0.2494423958
837	0.2494321161
838	0.2494193652
839	0.2493647069
840	0.2493418993
841	0.2493077622
842	0.2492388319
843	0.2492162226
844	0.2491937422
845	0.2491738899
846	0.2491549395
847	0.2491056727
848	0.2490504117
849	0.248968926
850	0.2489319774
851	0.248920388
852	0.2488708466
853	0.2488073042
854	0.2487850454
855	0.248731014
856	0.2486918558
857	0.2486771872
858	0.2486248894
859	0.2485833811
860	0.2485600646
861	0.248516684
862	0.2484739877
863	0.2484221862
864	0.2483516792
865	0.2483068995
866	0.2482704197
867	0.2482475888
868	0.2482162134
869	0.2481575574
870	0.2481209359
871	0.2481107621
872	0.2480762092
873	0.2480624133
874	0.2480307131
875	0.2480002141
876	0.2479617656
877	0.2479303843
878	0.2478803271
879	0.2478574221
880	0.2478213415
881	0.2477937155
882	0.2477597638
883	0.2477228053
884	0.2476989251
885	0.2476798936
886	0.2476475549
887	0.2476212039
888	0.2475914349
889	0.2475723574
890	0.2475414447
891	0.2474812539
892	0.2474400283
893	0.2474003084
894	0.2473697991
895	0.2473419462
896	0.2472889797
897	0.2472518453
898	0.2472265808
899	0.2471808158
900	0.2471425883
901	0.2470794514
902	0.2470398028
903	0.2469767007
904	0.2469414733
905	0.2468999542
906	0.2468580232
907	0.2468066798
908	0.246805326
909	0.2467199656
910	0.246668987
911	0.2466525275
912	0.2466291184
913	0.2465828065
914	0.2465428368
915	0.2465069239
916	0.2464772887
917	0.2464392176
918	0.2464192656
919	0.2463843429
920	0.246338712
921	0.2463246389
922	0.2462822308
923	0.2462624895
924	0.2462237195
925	0.2462040434
926	0.2461825487
927	0.2461448446
928	0.2461288222
929	0.246113408
930	0.2460840659
931	0.2460421
932	0.2460268924
933	0.2459879851
934	0.2459461055
935	0.2459101385
936	0.2458876891
937	0.2458562386
938	0.2458279885
939	0.2457772983
940	0.2457575378
941	0.2457228086
942	0.2456881829
943	0.245636648
944	0.2455917613
945	0.2455525051
946	0.2455162413
947	0.2454869512
948	0.2454582873
949	0.2454332103
950	0.2453736146
951	0.2453088654
952	0.2452813505
953	0.2452282298
954	0.2452193066
955	0.2451931996
956	0.2451679207
957	0.245121059
958	0.2450899004
959	0.2450702949
960	0.2450511733
961	0.2450160687
962	0.2449817525
963	0.2449253056
964	0.2448703218
965	0.2448188297
966	0.244788102
967	0.2447514222
968	0.2447089271
969	0.2446985289
970	0.244681448
971	0.2446328326
972	0.2446004578
973	0.2445671693
974	0.2445384491
975	0.2444904131
976	0.2444459781
977	0.2443828523
978	0.2443639049
979	0.2443526867
980	0.2443114689
981	0.2442910176
982	0.2442770999
983	0.2442226643
984	0.2441699205
985	0.2441280409
986	0.2440943228
987	0.2440188687
988	0.2439854471
989	0.2439702967
990	0.2439391653
991	0.2439050755
992	0.2438903259
993	0.2438500466
994	0.2438094948
995	0.24378605
996	0.2437468449
997	0.2437105088
998	0.2436721555
999	0.2436265659
1000	0.2436033307
1001	0.2435944427
1002	0.2435300073
1003	0.2435055836
1004	0.2434740303
1005	0.2434375025
1006	0.2434086444
1007	0.2433821239
1008	0.2433441928
1009	0.2433140236
1010	0.2433034793
1011	0.2432633521
1012	0.2432264375
1013	0.2432002095
1014	0.2431483688
1015	0.2431005068
1016	0.2430733858
1017	0.2430638035
1018	0.2430211976
1019	0.2429598653
1020	0.2429481172
1021	0.2429225109
1022	0.2429179022
1023	0.2428841656
1024	0.2428472229
1025	0.2428264512
1026	0.242773375
1027	0.2427240294
1028	0.2426895775
1029	0.2426557361
1030	0.2426474887
1031	0.2426403368
1032	0.2426173183
1033	0.2425988388
1034	0.2425609727
1035	0.2425586517
1036	0.2425369969
1037	0.2424577318
1038	0.242430047
1039	0.2423700016
1040	0.2423522283
1041	0.2423323229
1042	0.2422949191
1043	0.2422880165
1044	0.2422388317
1045	0.2422245259
1046	0.2421885224
1047	0.2421282829
1048	0.2420735975
1049	0.2420369449
1050	0.2419981136
1051	0.2419743505
1052	0.2419514215
1053	0.2419185255
1054	0.241887034
1055	0.2418235444
1056	0.2417942572
1057	0.2417733061
1058	0.2417343462
1059	0.2417025419
1060	0.2416910658
1061	0.2416409964
1062	0.2415826951
1063	0.2415337639
1064	0.2414817621
1065	0.2414627578
1066	0.2414321369
1067	0.2413564939
1068	0.2413258339
1069	0.2412796111
1070	0.2412579321
1071	0.2412490977
1072	0.2412017105
1073	0.2411631315
1074	0.2411305623
1075	0.2410582732
1076	0.2410389956
1077	0.2410040582
1078	0.2409620466
1079	0.2409297131
1080	0.2409104284
1081	0.2408500493
1082	0.2408286804
1083	0.2408059805
1084	0.2407684266
1085	0.2406987092
1086	0.2406648991
1087	0.2406383203
1088	0.2406047703
1089	0.2405921899
1090	0.2405446914
1091	0.2405359019
1092	0.2405057994
1093	0.240480118
1094	0.2404682807
1095	0.2404393036
1096	0.2404328048
1097	0.2403840322
1098	0.2403295274
1099	0.2403210374
1100	0.2402837416
1101	0.2402481418
1102	0.2402299543
1103	0.2402163171
1104	0.2401752849
1105	0.2401299894
1106	0.2400847539
1107	0.2400469806
1108	0.2400286229
1109	0.2399945524
1110	0.2399676681
1111	0.2399537368
1112	0.2399456927
1113	0.2399277381
1114	0.2398916507
1115	0.2398241617
1116	0.2397918433
1117	0.239770191
1118	0.2397247836
1119	0.2396896338
1120	0.2396435553
1121	0.2396114573
1122	0.2395726104
1123	0.2395390694
1124	0.239493442
1125	0.2394458584
1126	0.2394114427
1127	0.2393672697
1128	0.2393332014
1129	0.2392948778
1130	0.2392774873
1131	0.2392589262
1132	0.239214641
1133	0.2391650746
1134	0.2391337865
1135	0.2391053204
1136	0.2390701975
1137	0.2390386713
1138	0.2390133881
1139	0.2389939907
1140	0.2389920742
1141	0.2389633822
1142	0.23891679
1143	0.2389023414
1144	0.23887222
1145	0.2388240812
1146	0.2388071669
1147	0.2387815514
1148	0.2387614043
1149	0.2387576526
1150	0.2387255415
1151	0.23870519
1152	0.2386525772
1153	0.2386188643
1154	0.2385919871
1155	0.2385746896
1156	0.2385549353
1157	0.2385425693
1158	0.2385407457
1159	0.2384982272
1160	0.2384824719
1161	0.2384622773
1162	0.2384293085
1163	0.2384003239
1164	0.2383837616
1165	0.2383576585
1166	0.2383230315
1167	0.2382691993
1168	0.2382391144
1169	0.2381924807
1170	0.2381763869
1171	0.2381541093
1172	0.2381089312
1173	0.2380888649
1174	0.2380870853
1175	0.2380457971
1176	0.2380003841
1177	0.2379879733
1178	0.2379431552
1179	0.2378911038
1180	0.2378664171
1181	0.2378230658
1182	0.2377911444
1183	0.2377718332
1184	0.2377277369
1185	0.237668259
1186	0.2376495927
1187	0.2376035669
1188	0.2375711351
1189	0.2375539061
1190	0.2375271201
1191	0.2374857491
1192	0.2374467086
1193	0.2374077885
1194	0.2374060205
1195	0.2373802697
1196	0.2373486673
1197	0.2373253146
1198	0.2372688278
1199	0.2372671648
1200	0.237236787
1201	0.2372074799
1202	0.2371768328
1203	0.2371342602
1204	0.2371003518
1205	0.2370558404
1206	0.237042985
1207	0.2370007094
1208	0.2369696021
1209	0.2369364496
1210	0.2368919728
1211	0.2368800615
1212	0.2368520323
1213	0.2368427619
1214	0.236800176
1215	0.2367684512
1216	0.2367275861
1217	0.2367259135
1218	0.2366974029
1219	0.2366641259
1220	0.2366192244
1221	0.2365761271
1222	0.236533329
1223	0.2364915814
1224	0.2364479086
1225	0.2364282596
1226	0.2363685202
1227	0.2363649541
1228	0.2363364299
1229	0.2362989363
1230	0.2362511866
1231	0.2362229556
1232	0.2361814924
1233	0.236155899
1234	0.2361064268
1235	0.2360741868
1236	0.2360534886
1237	0.2360215588
1238	0.2360012746
1239	0.2359703152
1240	0.235935245
1241	0.2358926648
1242	0.235878778
1243	0.2358348518
1244	0.2357889056
1245	0.2357700133
1246	0.2357459324
1247	0.2356883308
1248	0.2356650353
1249	0.2356277099
1250	0.2355981979
1251	0.2355694451
1252	0.2355125878
1253	0.2354888069
1254	0.2354316613
1255	0.2354038833
1256	0.2353947184
1257	0.2353470065
1258	0.2353090741
1259	0.2352705441
1260	0.2352594669
1261	0.2352024941
1262	0.2351753612
1263	0.2351634718
1264	0.2351295906
1265	0.2351014432
1266	0.235076324
1267	0.2350579609
1268	0.2350476456
1269	0.2350179827
1270	0.2349906114
1271	0.234959919
1272	0.2349487246
1273	0.2349075527
1274	0.2348924216
1275	0.2348583145
1276	0.2348399785
1277	0.2348207302
1278	0.2347963679
1279	0.2347666539
1280	0.2347365851
1281	0.2347359259
1282	0.2347126516
1283	0.2346928337
1284	0.2346653394
1285	0.2346380903
1286	0.2345971482
1287	0.234596554
1288	0.2345743076
1289	0.2345590979
1290	0.2345419091
1291	0.2345117723
1292	0.2345111591
1293	0.234459034
1294	0.2344257408
1295	0.2343742774
1296	0.2343115861
1297	0.2342838795
1298	0.2342692121
1299	0.2342115419
1300	0.2341837686
1301	0.2341396952
1302	0.2341289803
1303	0.2341034784
1304	0.2340936427
1305	0.2340573381
1306	0.2340346127
1307	0.2340078952
1308	0.2339655629
1309	0.2339198249
1310	0.2338798055
1311	0.2338495207
1312	0.2337946903
1313	0.2337641762
1314	0.2337356433
1315	0.233706441
1316	0.2336631281
1317	0.2336599006
1318	0.2336002958
1319	0.2335581516
1320	0.2335409181
1321	0.2335180171
1322	0.233501661
1323	0.2334709365
1324	0.2334350896
1325	0.2334093899
1326	0.2333839888
1327	0.233362732
1328	0.233350183
1329	0.2333177961
1330	0.2332926504
1331	0.2332536379
1332	0.2332165277
1333	0.2332070433
1334	0.2331683555
1335	0.2331644976
1336	0.2331373274
1337	0.2330929799
1338	0.2330697512
1339	0.2330303554
1340	0.2330039417
1341	0.2329568056
1342	0.2329184692
1343	0.2328755221
1344	0.2328335673
1345	0.2327854221
1346	0.2327484996
1347	0.2327320343
1348	0.2326942992
1349	0.2326486092
1350	0.2326396729
1351	0.2326127278
1352	0.2326041036
1353	0.232585634
1354	0.2325636081
1355	0.2325236723
1356	0.2324820193
1357	0.2324415642
1358	0.2324132505
1359	0.2323904235
1360	0.2323579572
1361	0.2323460162
1362	0.2323048556
1363	0.2322768207
1364	0.232241646
1365	0.2322153467
1366	0.2321892882
1367	0.2321542108
1368	0.2321264677
1369	0.2320835462
1370	0.2320528122
1371	0.2320163387
1372	0.231988903
1373	0.2319602813
1374	0.2319255353
1375	0.2319029688
1376	0.2318547016
1377	0.2318101909
1378	0.2317700359
1379	0.2317422049
1380	0.231716458
1381	0.2316893854
1382	0.2316406866
1383	0.2316376359
1384	0.2315945558
1385	0.231550753
1386	0.231525917
1387	0.2315114091
1388	0.2314920363
1389	0.2314725396
1390	0.2314406484
1391	0.2313837718
1392	0.2313706186
1393	0.2313407303
1394	0.2313037514
1395	0.2312782514
1396	0.231257379
1397	0.2312317931
1398	0.2312151171
1399	0.2311855809
1400	0.2311527241
1401	0.2311242524
1402	0.2310881298
1403	0.2310779984
1404	0.2310532469
1405	0.2310413006
1406	0.231001202
1407	0.2309707864
1408	0.230939463
1409	0.2309136531
1410	0.2308616372
1411	0.2308273869
1412	0.2308061781
1413	0.2307899497
1414	0.2307870402
1415	0.2307488684
1416	0.2307215886
1417	0.2306985928
1418	0.2306621574
1419	0.2306315336
1420	0.2305918465
1421	0.2305586999
1422	0.2305557944
1423	0.2305200739
1424	0.2304839488
1425	0.2304701859
1426	0.2304158719
1427	0.2303849108
1428	0.2303564804
1429	0.2303173174
1430	0.23025561
1431	0.2302239191
1432	0.2301792556
1433	0.2301272456
1434	0.2301236873
1435	0.2300879636
1436	0.2300807242
1437	0.2300429932
1438	0.2300081938
1439	0.2299963064
1440	0.2299928799
1441	0.2299728022
1442	0.2299237076
1443	0.2298976697
1444	0.2298860638
1445	0.2298509644
1446	0.2298291731
1447	0.2297997291
1448	0.229774886
1449	0.2297671628
1450	0.2297644384
1451	0.2297334349
1452	0.2296919784
1453	0.2296710402
1454	0.2296344152
1455	0.2296178077
1456	0.2295978137
1457	0.229578094
1458	0.2295545497
1459	0.2295260505
1460	0.2294923961
1461	0.2294684431
1462	0.2294415352
1463	0.229426204
1464	0.2293957232
1465	0.2293621386
1466	0.2293300286
1467	0.2293267655
1468	0.2292903397
1469	0.2292620032
1470	0.2292379702
1471	0.229217369
1472	0.2291804027
1473	0.229172323
1474	0.2291187508
1475	0.2291121251
1476	0.2290731553
1477	0.2290400725
1478	0.2290163548
1479	0.2289884294
1480	0.2289603475
1481	0.2289080963
1482	0.2288807337
1483	0.2288448519
1484	0.228815658
1485	0.2287808048
1486	0.2287459497
1487	0.2287157934
1488	0.2286788386
1489	0.2286657833
1490	0.2286470435
1491	0.2286226761
1492	0.2285952259
1493	0.2285786642
1494	0.2285596268
1495	0.2285459559
1496	0.2285371969
1497	0.2285130778
1498	0.2284890267
1499	0.2284643004
