iter	RMSE
0	590242.6877
1	577552.4929
2	564730.1857
3	552433.3369
4	541068.5666
5	529899.3538
6	518427.0348
7	507711.7262
8	497410.5083
9	487357.8747
10	477383.058
11	467805.2859
12	458638.8226
13	449627.9423
14	441170.3532
15	432770.6278
16	424847.2368
17	417008.8679
18	409543.8612
19	402104.3899
20	395080.2444
21	388552.8052
22	381961.8566
23	375832.6116
24	369559.6451
25	363336.7014
26	357752.4023
27	351923.084
28	346326.7435
29	340900.6122
30	335848.9797
31	331074.7315
32	326147.0616
33	321592.9309
34	317257.6636
35	312707.8974
36	308493.1367
37	304547.6831
38	300404.9011
39	296592.9589
40	292811.6557
41	289186.5746
42	285778.1098
43	282245.8128
44	278887.7779
45	275879.5366
46	272549.2017
47	269596.9111
48	266598.5754
49	263900.0793
50	261382.0707
51	258536.7752
52	255895.8338
53	253488.8343
54	251333.0686
55	249038.7508
56	246750.3408
57	244574.4711
58	242528.1685
59	240478.816
60	238516.6779
61	236447.3714
62	234573.2128
63	232663.9351
64	230921.157
65	229203.6554
66	227553.171
67	225793.9035
68	224300.2896
69	222759.8995
70	221220.667
71	219691.295
72	218416.3002
73	217374.9982
74	216056.7447
75	214853.4644
76	213486.8895
77	212165.2974
78	211002.1597
79	209813.9946
80	208580.3913
81	207395.8982
82	206341.8742
83	205108.8858
84	204003.9718
85	202911.4924
86	201975.0889
87	201063.5526
88	199962.6646
89	198968.4725
90	198013.7824
91	197315.8626
92	196424.1141
93	195538.8142
94	194692.3225
95	193885.5025
96	193180.4075
97	192359.245
98	191586.7923
99	190770.0727
100	190111.3798
101	189585.51
102	188994.0879
103	188466.2999
104	187853.4798
105	187294.339
106	186710.8565
107	186095.3293
108	185567.5892
109	184914.2076
110	184289.0172
111	183601.6626
112	183045.501
113	182327.2924
114	181813.6316
115	181384.9621
116	180851.6607
117	180564.1691
118	180122.3919
119	179479.8324
120	179045.0143
121	178601.5069
122	177995.4835
123	177499.1689
124	176866.5493
125	176410.4393
126	176213.214
127	175735.8266
128	175346.9807
129	174969.5573
130	174607.1367
131	174513.3047
132	173945.0593
133	173672.5278
134	173583.3973
135	173281.4029
136	173051.9492
137	172837.7641
138	172655.0989
139	172512.5167
140	172433.0551
141	171990.9618
142	171914.2043
143	171581.8671
144	171139.1004
145	171050.8597
146	170978.1526
147	170770.8653
148	170592.2375
149	170522.0102
150	170380.6662
151	170060.884
152	169996.1339
153	169653.6357
154	169323.8997
155	168976.3791
156	168675.4878
157	168435.1177
158	168375.739
159	168317.7938
160	168203.9619
161	167927.0192
162	167871.7896
163	167815.5995
164	167579.0632
165	167526.2287
166	167462.6499
167	167411.7401
168	167106.5195
169	167056.9658
170	167007.5376
171	166959.7502
172	166912.2044
173	166641.3404
174	166258.0264
175	165893.5418
176	165847.9729
177	165804.27
178	165761.1407
179	165716.4997
180	165616.4346
181	165573.6194
182	165533.2196
183	165291.2828
184	165252.0682
185	164800.006
186	164752.7963
187	164662.1015
188	164307.1339
189	164141.6767
190	164095.6759
191	163929.5572
192	163642.9004
193	163604.7132
194	163213.8709
195	162898.8978
196	162793.4388
197	162387.0292
198	162352.7412
199	162067.8196
200	162027.7287
201	161940.3429
202	161901.5738
203	161589.9756
204	161500.754
205	161410.6916
206	161190.9253
207	161160.8912
208	160800.265
209	160398.63
210	160191.7796
211	160124.6758
212	160090.2757
213	159958.8616
214	159933.3377
215	159908.2003
216	159666.2104
217	159325.9348
218	159172.7937
219	159148.763
220	159123.679
221	159002.1509
222	158885.5986
223	158855.3974
224	158825.8664
225	158803.8207
226	158627.3404
227	158470.056
228	158449.0209
229	158319.5153
230	158297.8034
231	158276.3535
232	158022.5284
233	158002.8878
234	157671.1501
235	157652.1355
236	157376.1025
237	157185.3094
238	157019.5834
239	156881.452
240	156500.1535
241	156228.7669
242	155908.9327
243	155704.9918
244	155473.971
245	155252.36
246	155170.9441
247	155025.199
248	154774.6817
249	154517.0149
250	154115.8486
251	153683.4772
252	153667.546
253	153477.609
254	153413.8148
255	153124.1216
256	153085.1939
257	153042.7341
258	152863.9605
259	152778.1871
260	152678.552
261	152422.9518
262	152409.505
263	152001.1628
264	151977.4547
265	151958.1429
266	151938.9732
267	151609.3543
268	151367.8097
269	151310.2147
270	151026.1421
271	151007.7582
272	150879.6081
273	150749.3944
274	150476.1047
275	150263.9702
276	149933.0163
277	149638.1237
278	149621.3117
279	149604.2943
280	149569.5142
281	149363.4895
282	149148.8965
283	149102.3482
284	149086.7734
285	149071.4307
286	148908.3996
287	148799.5726
288	148591.5937
289	148495.3648
290	148272.2695
291	148022.5803
292	147656.0169
293	147484.9136
294	147437.0895
295	147423.5474
296	147190.9809
297	147005.3397
298	146793.721
299	146693.7432
300	146594.8158
301	146373.3684
302	146229.589
303	146076.3564
304	145964.814
305	145632.1844
306	145610.82
307	145538.5504
308	145251.7238
309	145239.5606
310	145166.193
311	144840.3914
312	144811.0534
313	144800.048
314	144703.3977
315	144344.5706
316	144333.8636
317	144086.422
318	143725.5641
319	143643.6357
320	143532.5304
321	143427.6394
322	143373.8439
323	143251.1882
324	143161.6173
325	143097.7259
326	143000.8124
327	142611.6466
328	142555.7596
329	142365.4645
330	142139.4452
331	141900.586
332	141839.8066
333	141702.3704
334	141526.8438
335	141380.7719
336	141372.3479
337	141252.9728
338	141186.0237
339	140935.5029
340	140748.229
341	140501.6232
342	140299.9659
343	140083.8659
344	139824.6397
345	139702.6487
346	139476.6597
347	139200.0062
348	139027.1828
349	138918.0473
350	138658.1531
351	138584.4586
352	138390.7322
353	138337.3239
354	138186.2107
355	138020.0271
356	137802.2567
357	137536.6492
358	137338.8034
359	137251.5493
360	137054.8354
361	136778.1818
362	136639.5362
363	136555.7502
364	136289.9057
365	136102.1528
366	136024.6415
367	135762.2
368	135707.4683
369	135652.24
370	135484.5502
371	135330.6951
372	135130.8043
373	135086.982
374	134875.6183
375	134767.5504
376	134528.973
377	134476.2659
378	134214.8248
379	134175.5317
380	134093.3791
381	133949.9931
382	133703.4916
383	133445.2827
384	133275.6356
385	133157.89
386	132979.0226
387	132808.0433
388	132658.5745
389	132588.7978
390	132356.4451
391	132126.6758
392	131935.1036
393	131805.6895
394	131644.6726
395	131626.85
396	131400.4617
397	131362.8309
398	131226.5498
399	131114.7695
400	130992.2014
401	130904.1768
402	130814.2988
403	130698.5463
404	130554.6586
405	130511.4983
406	130344.7922
407	130165.615
408	130128.1259
409	129956.2869
410	129923.3798
411	129763.1817
412	129596.1187
413	129379.4147
414	129338.7392
415	129121.9385
416	128939.9854
417	128838.5553
418	128633.2624
419	128568.3842
420	128529.9665
421	128501.4745
422	128464.652
423	128287.14
424	128254.8863
425	128131.6801
426	128118.0843
427	128063.8238
428	128035.2769
429	127832.5212
430	127804.2779
431	127735.3235
432	127658.6759
433	127547.7182
434	127377.2682
435	127176.004
436	127080.6298
437	127023.8774
438	126944.1312
439	126880.5043
440	126823.9416
441	126653.7784
442	126558.6573
443	126449.332
444	126275.838
445	126062.865
446	125876.2655
447	125727.8637
448	125668.4488
449	125518.4585
450	125413.2587
451	125250.5602
452	125070.3329
453	124928.6771
454	124832.4867
455	124776.4528
456	124765.3974
457	124716.1333
458	124705.5841
459	124645.4015
460	124538.5617
461	124418.3666
462	124312.958
463	124262.6708
464	124196.5665
465	124125.8901
466	124088.977
467	123944.6206
468	123832.3901
469	123823.1499
470	123727.1945
471	123712.2135
472	123614.6597
473	123486.2592
474	123401.7834
475	123387.2856
476	123290.3939
477	123063.5864
478	122915.6726
479	122742.0121
480	122658.2544
481	122517.8635
482	122509.6956
483	122496.2751
484	122483.0681
485	122348.7771
486	122261.2054
487	122171.5953
488	122061.7935
489	121928.926
490	121820.8456
491	121648.9807
492	121513.6788
493	121506.0983
494	121493.4159
495	121291.5738
496	121140.8304
497	121079.3347
498	120992.034
499	120946.1759
500	120846.2511
501	120725.1362
502	120691.4757
503	120606.7581
504	120490.4888
505	120341.1451
506	120288.7381
507	120079.8488
508	120003.4981
509	119852.3334
510	119845.8082
511	119839.4945
512	119683.4697
513	119632.134
514	119505.1323
515	119334.5869
516	119285.0428
517	119257.7347
518	119227.3869
519	119179.5647
520	119122.796
521	119067.9655
522	119061.9818
523	118922.5397
524	118897.2527
525	118781.6434
526	118708.2837
527	118702.522
528	118558.1505
529	118373.325
530	118239.3745
531	118140.876
532	118116.7499
533	117995.203
534	117820.3542
535	117742.8958
536	117597.5984
537	117522.1488
538	117384.3688
539	117378.736
540	117302.1688
541	117246.9741
542	117238.991
543	117072.442
544	117062.1733
545	116913.6431
546	116854.5972
547	116705.4012
548	116583.3151
549	116463.3433
550	116356.9166
551	116314.9222
552	116126.7294
553	115972.8795
554	115863.6502
555	115839.6323
556	115773.2555
557	115720.9952
558	115635.6069
559	115559.5385
560	115332.6967
561	115241.8722
562	115142.9606
563	114992.8759
564	114974.0216
565	114957.3137
566	114840.0377
567	114772.1025
568	114631.2488
569	114608.6382
570	114542.297
571	114518.2907
572	114387.581
573	114294.3767
574	114230.4382
575	114116.7728
576	114009.4675
577	113884.4878
578	113843.2648
579	113640.7727
580	113483.2577
581	113346.2516
582	113331.6454
583	113255.8296
584	113225.4325
585	113112.2369
586	113009.5516
587	112995.5588
588	112878.4784
589	112857.6618
590	112808.7997
591	112721.7146
592	112529.707
593	112413.6068
594	112405.9949
595	112345.453
596	112278.2587
597	112240.5262
598	112184.1156
599	112115.6295
600	112050.8723
601	111990.7637
602	111901.7467
603	111776.6282
604	111701.1578
605	111654.1698
606	111624.7045
607	111578.4288
608	111409.9488
609	111374.4518
610	111192.2539
611	111061.5745
612	111024.8864
613	110931.6889
614	110832.8505
615	110789.1977
616	110733.378
617	110725.2978
618	110697.9362
619	110597.7908
620	110546.8516
621	110481.3126
622	110377.8226
623	110328.1898
624	110199.3277
625	110159.5693
626	110129.7618
627	110089.6609
628	110079.4877
629	109987.2679
630	109916.3163
631	109902.7157
632	109780.8866
633	109681.8405
634	109582.1849
635	109479.8604
636	109400.0457
637	109326.3611
638	109219.7086
639	109188.0394
640	109120.4937
641	108946.1992
642	108934.0919
643	108766.974
644	108757.8255
645	108662.2481
646	108585.7314
647	108463.6011
648	108357.0385
649	108230.5273
650	108158.3859
651	108109.803
652	107999.3113
653	107916.8867
654	107757.4211
655	107715.8234
656	107690.3557
